Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_Opp,FGA_Opp,FG%_Opp,3P_Opp,3PA_Opp,3P%_Opp,2P_Opp,2PA_Opp,2P%_Opp,eFG%_Opp,FT_Opp,FTA_Opp,FT%_Opp,ORB_Opp,DRB_Opp,TRB_Opp,AST_Opp,STL_Opp,BLK_Opp,TOV_Opp,PF_Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
24,24,2021-12-08,@,MEM,W,104,96,,37,77,0.481,12,33,0.364,25,44,0.568,0.558,18,23,0.783,10,37,47,24,5,6,19,21,36,90,0.400,9,31,0.290,27,59,0.458,0.450,15,25,0.600,12,28,40,23,14,3,13,23,107.9,99.6,96.4,0.299,0.429,0.597,54.0,64.9,5.2,10.2,0.558,17.9,26.3,0.234,0.450,11.4,24.5,0.167
25,25,2021-12-10,@,IND,L,93,106,,39,84,0.464,4,29,0.138,35,55,0.636,0.488,11,12,0.917,12,25,37,18,7,2,14,18,41,87,0.471,13,36,0.361,28,51,0.549,0.546,11,12,0.917,13,31,44,28,7,3,13,19,104.9,119.6,88.7,0.143,0.345,0.521,45.7,46.2,7.9,3.9,0.488,13.6,27.9,0.131,0.546,12.3,34.2,0.126
26,26,2021-12-12,@,OKC,W,103,84,,38,90,0.422,9,33,0.273,29,57,0.509,0.472,18,23,0.783,10,44,54,25,5,5,9,18,30,80,0.375,13,37,0.351,17,43,0.395,0.456,11,16,0.688,3,36,39,19,3,7,11,25,108.4,88.4,95.0,0.256,0.367,0.514,58.1,65.8,5.3,11.6,0.472,8.2,21.7,0.200,0.456,11.2,6.4,0.138
27,27,2021-12-13,,CHO,W,120,96,,43,83,0.518,19,41,0.463,24,42,0.571,0.633,15,17,0.882,14,36,50,28,4,8,13,19,34,86,0.395,13,37,0.351,21,49,0.429,0.471,15,24,0.625,18,20,38,22,8,2,10,18,139.3,111.5,86.1,0.205,0.494,0.663,56.8,65.1,4.6,16.3,0.633,12.6,41.2,0.181,0.471,9.4,33.3,0.174
28,28,2021-12-15,,LAL,L,104,107,OT,39,98,0.398,12,44,0.273,27,54,0.500,0.459,14,17,0.824,8,43,51,22,4,3,11,21,39,90,0.433,15,39,0.385,24,51,0.471,0.517,14,18,0.778,4,42,46,24,8,2,14,20,98.0,100.8,96.1,0.173,0.449,0.493,52.6,56.4,3.8,5.9,0.459,9.4,16.0,0.143,0.517,12.5,8.5,0.156
29,29,2021-12-19,@,MIN,L,105,111,,36,82,0.439,12,41,0.293,24,41,0.585,0.512,21,22,0.955,7,34,41,27,5,2,12,25,36,77,0.468,15,34,0.441,21,43,0.488,0.565,24,31,0.774,6,31,37,26,6,3,9,22,113.2,119.6,92.8,0.268,0.500,0.573,52.6,75.0,5.4,4.7,0.512,11.6,18.4,0.256,0.565,9.0,15.0,0.312
30,30,2021-12-21,,MIN,W,114,102,,42,86,0.488,11,34,0.324,31,52,0.596,0.552,19,23,0.826,10,34,44,30,11,3,11,22,36,79,0.456,13,40,0.325,23,39,0.590,0.538,17,20,0.850,9,30,39,26,4,5,17,22,120.8,108.1,94.4,0.267,0.395,0.593,53.0,71.4,11.7,7.7,0.552,10.3,25.0,0.221,0.538,16.2,20.9,0.215
31,31,2021-12-23,,MIL,L,95,102,,35,86,0.407,12,45,0.267,23,41,0.561,0.477,13,17,0.765,8,35,43,25,6,2,11,21,37,82,0.451,10,36,0.278,27,46,0.587,0.512,18,22,0.818,6,41,47,26,7,5,12,16,99.7,107.0,95.3,0.198,0.523,0.508,47.8,71.4,6.3,4.3,0.477,10.5,16.3,0.151,0.512,11.6,14.6,0.220
32,32,2021-12-25,@,UTA,L,116,120,,38,89,0.427,10,30,0.333,28,59,0.475,0.483,30,35,0.857,8,35,43,19,7,3,14,31,40,90,0.444,12,36,0.333,28,54,0.519,0.511,28,37,0.757,13,36,49,24,9,6,14,24,109.8,113.5,105.7,0.393,0.337,0.556,46.7,50.0,6.6,5.6,0.483,11.8,18.2,0.337,0.511,11.6,27.1,0.311
33,33,2021-12-27,@,POR,W,132,117,,48,84,0.571,12,33,0.364,36,51,0.706,0.643,24,33,0.727,10,31,41,38,6,4,13,31,35,82,0.427,12,40,0.300,23,42,0.548,0.500,35,42,0.833,8,25,33,19,4,5,11,28,132.9,117.8,99.3,0.393,0.393,0.670,55.4,79.2,6.0,9.5,0.643,11.7,28.6,0.286,0.500,9.9,20.5,0.427
34,34,2021-12-29,@,SAC,L,94,95,,38,81,0.469,9,24,0.375,29,57,0.509,0.525,9,13,0.692,7,29,36,23,7,5,13,19,36,75,0.480,10,26,0.385,26,49,0.531,0.547,13,15,0.867,7,31,38,21,5,2,15,21,105.3,106.4,89.3,0.160,0.296,0.542,48.6,60.5,7.8,10.2,0.525,13.0,18.4,0.111,0.547,15.5,19.4,0.173
35,35,2021-12-31,@,SAC,W,112,96,,42,81,0.519,9,22,0.409,33,59,0.559,0.574,19,22,0.864,10,37,47,30,5,7,13,14,38,91,0.418,10,29,0.345,28,62,0.452,0.473,10,12,0.833,8,25,33,25,7,4,10,16,120.0,102.9,93.3,0.272,0.272,0.618,58.8,71.4,5.4,11.3,0.574,12.5,28.6,0.235,0.473,9.4,17.8,0.110
36,36,2022-01-02,@,OKC,W,95,86,,38,85,0.447,14,39,0.359,24,46,0.522,0.529,5,7,0.714,7,41,48,28,9,3,16,12,35,85,0.412,10,30,0.333,25,55,0.455,0.471,6,9,0.667,7,34,41,20,11,4,11,16,101.6,92.0,93.5,0.082,0.459,0.539,53.9,73.7,9.6,5.5,0.529,15.4,17.1,0.059,0.471,11.0,14.6,0.071
37,37,2022-01-03,,DEN,W,103,89,,35,78,0.449,14,37,0.378,21,41,0.512,0.538,19,21,0.905,5,23,28,23,12,5,11,21,31,67,0.463,6,25,0.240,25,42,0.595,0.507,21,29,0.724,11,36,47,21,6,1,26,24,112.0,96.8,92.0,0.269,0.474,0.590,37.3,65.7,13.0,11.9,0.538,11.2,12.2,0.244,0.507,24.6,32.4,0.313
38,38,2022-01-05,,GSW,W,99,82,,33,87,0.379,12,40,0.300,21,47,0.447,0.448,21,26,0.808,10,36,46,22,6,5,12,15,33,81,0.407,5,28,0.179,28,53,0.528,0.438,11,16,0.688,8,38,46,20,10,5,17,20,102.9,85.2,96.2,0.299,0.460,0.503,50.0,66.7,6.2,9.4,0.448,10.9,20.8,0.241,0.438,16.2,18.2,0.136
39,39,2022-01-07,@,HOU,W,130,106,,49,90,0.544,17,38,0.447,32,52,0.615,0.639,15,28,0.536,11,44,55,34,6,4,16,24,37,87,0.425,12,43,0.279,25,44,0.568,0.494,20,29,0.690,7,33,40,17,6,3,13,20,123.5,100.7,105.2,0.311,0.422,0.635,57.9,69.4,5.7,9.1,0.639,13.5,25.0,0.167,0.494,11.5,13.7,0.230
40,40,2022-01-09,,CHI,W,113,99,,44,88,0.500,16,36,0.444,28,52,0.538,0.591,9,9,1.000,7,41,48,28,4,2,10,14,39,90,0.433,11,33,0.333,28,57,0.491,0.494,10,13,0.769,8,31,39,23,8,3,7,15,121.4,106.3,93.1,0.102,0.409,0.614,55.2,63.6,4.3,3.5,0.591,9.8,18.4,0.102,0.494,6.8,16.3,0.111
41,41,2022-01-12,@,NYK,L,85,108,,32,78,0.410,8,37,0.216,24,41,0.585,0.462,13,19,0.684,5,34,39,16,6,2,13,18,42,90,0.467,12,27,0.444,30,63,0.476,0.533,12,15,0.800,11,43,54,24,5,4,9,21,91.4,116.2,93.0,0.244,0.474,0.492,41.9,50.0,6.5,3.2,0.462,13.1,10.4,0.167,0.533,8.5,24.4,0.133
42,42,2022-01-14,@,MEM,W,112,85,,47,91,0.516,8,32,0.250,39,59,0.661,0.560,10,16,0.625,8,44,52,30,8,1,15,19,34,89,0.382,7,31,0.226,27,58,0.466,0.421,10,13,0.769,10,31,41,19,8,6,15,16,111.4,84.6,100.5,0.176,0.352,0.571,55.9,63.8,8.0,1.7,0.560,13.3,20.5,0.110,0.421,13.7,18.5,0.112
43,43,2022-01-15,,ORL,W,108,92,,32,78,0.410,12,34,0.353,20,44,0.455,0.487,32,38,0.842,12,35,47,16,6,3,10,18,37,77,0.481,7,26,0.269,30,51,0.588,0.526,11,16,0.688,5,32,37,16,7,3,17,26,116.9,99.6,92.4,0.487,0.436,0.570,56.0,50.0,6.5,5.9,0.487,9.5,27.3,0.410,0.526,16.8,12.5,0.143
44,44,2022-01-17,,OKC,W,104,102,,35,88,0.398,12,37,0.324,23,51,0.451,0.466,22,28,0.786,11,36,47,28,10,7,11,19,36,83,0.434,11,35,0.314,25,48,0.521,0.500,19,24,0.792,5,37,42,20,10,2,13,23,105.8,103.7,98.3,0.318,0.420,0.518,52.8,80.0,10.2,14.6,0.466,9.9,22.9,0.250,0.500,12.2,12.2,0.229
45,45,2022-01-19,,TOR,W,102,98,,37,76,0.487,9,33,0.273,28,43,0.651,0.546,19,20,0.950,10,35,45,23,5,0,18,20,35,91,0.385,8,32,0.250,27,59,0.458,0.429,20,25,0.800,16,28,44,17,11,1,12,21,110.1,105.8,92.6,0.263,0.434,0.601,50.6,62.2,5.4,0.0,0.546,17.5,26.3,0.250,0.429,10.5,31.4,0.220
46,46,2022-01-20,,PHO,L,101,109,,37,85,0.435,11,37,0.297,26,48,0.542,0.500,16,20,0.800,10,40,50,19,1,3,19,22,39,86,0.453,8,36,0.222,31,50,0.620,0.500,23,25,0.920,5,35,40,25,13,1,7,21,102.0,110.1,99.0,0.235,0.435,0.538,55.6,51.4,1.0,6.0,0.500,16.8,22.2,0.188,0.500,6.7,11.1,0.267
47,47,2022-01-23,,MEM,W,104,91,,36,74,0.486,9,30,0.300,27,44,0.614,0.547,23,31,0.742,9,33,42,22,10,12,18,23,37,99,0.374,4,24,0.167,33,75,0.440,0.394,13,19,0.684,21,29,50,20,10,3,15,25,109.1,95.5,95.3,0.419,0.405,0.593,45.7,61.1,10.5,16.0,0.547,17.0,23.7,0.311,0.394,12.3,38.9,0.131
48,48,2022-01-25,@,GSW,L,92,130,,32,91,0.352,10,40,0.250,22,51,0.431,0.407,18,18,1.000,10,29,39,17,9,4,11,17,49,92,0.533,17,43,0.395,32,49,0.653,0.625,15,18,0.833,12,46,58,31,8,2,14,17,93.1,131.5,98.8,0.198,0.440,0.465,40.2,53.1,9.1,8.2,0.407,10.0,17.9,0.198,0.625,12.3,29.3,0.163
49,49,2022-01-26,@,POR,W,132,112,,48,88,0.545,16,36,0.444,32,52,0.615,0.636,20,26,0.769,6,39,45,35,6,6,9,21,42,82,0.512,14,38,0.368,28,44,0.636,0.598,14,23,0.609,3,35,38,27,4,1,9,21,133.1,113.0,99.1,0.295,0.409,0.664,54.2,72.9,6.1,13.6,0.636,8.3,14.6,0.227,0.598,8.9,7.1,0.171
50,50,2022-01-29,,IND,W,132,105,,51,96,0.531,16,34,0.471,35,62,0.565,0.615,14,22,0.636,11,35,46,31,8,7,5,19,40,91,0.440,9,33,0.273,31,58,0.534,0.489,16,23,0.696,10,37,47,25,1,7,11,21,133.4,106.1,98.9,0.229,0.354,0.625,49.5,60.8,8.1,12.1,0.615,4.5,22.9,0.146,0.489,9.8,22.2,0.176
51,51,2022-01-30,@,ORL,L,108,110,,39,81,0.481,16,38,0.421,23,43,0.535,0.580,14,18,0.778,7,33,40,22,9,4,18,19,43,84,0.512,11,34,0.324,32,50,0.640,0.577,13,16,0.813,9,31,40,26,8,1,16,16,110.8,112.9,97.5,0.222,0.469,0.607,50.0,56.4,9.2,8.0,0.580,16.8,18.4,0.173,0.577,14.9,21.4,0.155
52,52,2022-02-02,,OKC,L,114,120,OT,46,98,0.469,14,43,0.326,32,55,0.582,0.541,8,10,0.800,13,26,39,28,12,8,14,21,41,86,0.477,17,37,0.459,24,49,0.490,0.576,21,25,0.840,14,36,50,25,6,8,20,16,113.8,119.8,90.7,0.102,0.439,0.557,43.8,60.9,12.0,16.3,0.541,12.0,26.5,0.082,0.576,17.1,35.0,0.244
53,53,2022-02-04,,PHI,W,107,98,,39,85,0.459,10,34,0.294,29,51,0.569,0.518,19,23,0.826,11,29,40,22,8,0,11,18,36,70,0.514,9,27,0.333,27,43,0.628,0.579,17,23,0.739,6,30,36,23,5,5,14,22,119.6,109.5,89.5,0.271,0.400,0.562,52.6,56.4,8.9,0.0,0.518,10.4,26.8,0.224,0.579,14.9,17.1,0.243
54,54,2022-02-06,,ATL,W,103,94,,38,88,0.432,16,36,0.444,22,52,0.423,0.523,11,13,0.846,12,36,48,25,8,5,16,25,37,95,0.389,5,25,0.200,32,70,0.457,0.416,15,16,0.938,15,35,50,21,7,4,12,18,108.0,98.6,95.3,0.148,0.409,0.550,49.0,65.8,8.4,7.1,0.523,14.6,25.5,0.125,0.416,10.5,29.4,0.158
55,55,2022-02-08,,DET,W,116,86,,40,79,0.506,18,36,0.500,22,43,0.512,0.620,18,23,0.783,6,41,47,24,10,5,13,18,33,87,0.379,5,30,0.167,28,57,0.491,0.408,15,22,0.682,13,32,45,20,5,2,15,24,121.1,89.8,95.8,0.291,0.456,0.651,51.1,60.0,10.4,8.8,0.620,12.7,15.8,0.228,0.408,13.4,24.1,0.172
56,56,2022-02-10,,LAC,W,112,105,,38,78,0.487,13,39,0.333,25,39,0.641,0.571,23,27,0.852,8,33,41,19,4,3,14,23,39,81,0.481,9,23,0.391,30,58,0.517,0.537,18,25,0.720,4,27,31,24,9,2,10,25,118.4,111.0,94.6,0.346,0.500,0.623,56.9,50.0,4.2,5.2,0.571,13.5,22.9,0.295,0.537,9.8,10.8,0.222
57,57,2022-02-12,,LAC,L,97,99,,35,85,0.412,15,39,0.385,20,46,0.435,0.500,12,19,0.632,13,31,44,16,4,0,14,17,43,82,0.524,7,22,0.318,36,60,0.600,0.567,6,11,0.545,6,36,42,23,7,4,14,20,104.3,106.4,93.0,0.224,0.459,0.519,51.2,45.7,4.3,0.0,0.500,13.0,26.5,0.141,0.567,13.9,16.2,0.073
58,58,2022-02-15,@,MIA,W,107,99,,34,76,0.447,18,41,0.439,16,35,0.457,0.566,21,33,0.636,12,26,38,27,5,7,9,26,35,84,0.417,7,27,0.259,28,57,0.491,0.458,22,27,0.815,15,33,48,19,1,2,12,23,123.1,113.9,86.9,0.434,0.539,0.591,44.2,79.4,5.8,12.3,0.566,9.0,26.7,0.276,0.458,11.1,36.6,0.262
59,59,2022-02-17,@,NOP,W,125,118,,44,82,0.537,19,40,0.475,25,42,0.595,0.652,18,25,0.720,7,31,38,18,5,4,9,22,46,92,0.500,12,28,0.429,34,64,0.531,0.565,14,21,0.667,17,31,48,22,7,0,13,18,131.9,124.6,94.7,0.305,0.488,0.672,44.2,40.9,5.3,6.3,0.652,8.8,18.4,0.220,0.565,11.4,35.4,0.152
60,60,2022-02-25,@,UTA,L,109,114,,42,88,0.477,17,39,0.436,25,49,0.510,0.574,8,8,1.000,8,22,30,22,9,3,12,21,40,74,0.541,16,38,0.421,24,36,0.667,0.649,18,22,0.818,9,35,44,22,9,4,18,14,118.3,123.7,92.1,0.091,0.443,0.595,40.5,52.4,9.8,8.3,0.574,11.6,18.6,0.091,0.649,17.7,29.0,0.243
61,61,2022-02-27,@,GSW,W,107,101,,39,78,0.500,13,34,0.382,26,44,0.591,0.583,16,20,0.800,6,39,45,16,5,7,18,18,39,91,0.429,11,39,0.282,28,52,0.538,0.489,12,20,0.600,12,32,44,27,15,2,11,23,110.1,104.0,97.2,0.256,0.436,0.616,50.6,41.0,5.1,13.5,0.583,17.2,15.8,0.205,0.489,9.9,23.5,0.132
62,62,2022-03-01,@,LAL,W,109,104,,41,82,0.500,10,35,0.286,31,47,0.660,0.561,17,27,0.630,10,35,45,24,8,7,14,19,37,82,0.451,14,34,0.412,23,48,0.479,0.537,16,20,0.800,4,33,37,22,8,6,12,20,112.6,107.4,96.8,0.329,0.427,0.581,54.9,58.5,8.3,14.6,0.561,13.0,23.3,0.207,0.537,11.7,10.3,0.195
63,63,2022-03-03,,GSW,W,122,113,,45,85,0.529,17,37,0.459,28,48,0.583,0.629,15,20,0.750,8,24,32,29,7,1,10,16,44,81,0.543,15,30,0.500,29,51,0.569,0.636,10,13,0.769,10,27,37,26,7,5,15,19,133.5,123.7,91.4,0.235,0.435,0.650,46.4,64.4,7.7,2.0,0.629,9.6,22.9,0.176,0.636,14.7,29.4,0.123
64,64,2022-03-05,,SAC,W,114,113,,40,84,0.476,14,36,0.389,26,48,0.542,0.560,20,27,0.741,10,29,39,22,7,2,10,22,46,94,0.489,9,25,0.360,37,69,0.536,0.537,12,18,0.667,10,35,45,24,5,1,16,28,114.9,113.9,99.2,0.321,0.429,0.594,46.4,55.0,7.1,2.9,0.560,9.4,22.2,0.238,0.537,13.6,25.6,0.128
65,65,2022-03-07,,UTA,W,111,103,,39,88,0.443,17,46,0.370,22,42,0.524,0.540,16,20,0.800,9,34,43,19,9,5,9,21,36,83,0.434,12,31,0.387,24,52,0.462,0.506,19,24,0.792,12,33,45,22,5,6,14,20,118.6,110.0,93.6,0.227,0.523,0.573,48.9,48.7,9.6,9.6,0.540,8.5,21.4,0.182,0.506,13.0,26.1,0.229
66,66,2022-03-09,,NYK,L,77,107,,27,86,0.314,6,44,0.136,21,42,0.500,0.349,17,25,0.680,12,25,37,11,3,4,8,24,36,84,0.429,9,34,0.265,27,50,0.540,0.482,26,33,0.788,14,41,55,20,3,3,13,25,84.9,117.9,90.7,0.291,0.512,0.397,40.2,40.7,3.3,8.0,0.349,7.6,22.6,0.198,0.482,11.7,35.9,0.310
67,67,2022-03-11,@,HOU,W,113,100,,40,88,0.455,11,36,0.306,29,52,0.558,0.517,22,28,0.786,12,35,47,20,6,8,14,21,41,86,0.477,6,30,0.200,35,56,0.625,0.512,12,19,0.632,5,34,39,29,9,3,13,23,112.8,99.8,100.2,0.318,0.409,0.563,54.7,50.0,6.0,14.3,0.517,12.2,26.1,0.250,0.512,12.1,12.5,0.140
68,68,2022-03-13,@,BOS,W,95,92,,33,74,0.446,15,37,0.405,18,37,0.486,0.547,14,19,0.737,4,38,42,20,7,5,18,16,33,88,0.375,9,37,0.243,24,51,0.471,0.426,17,19,0.895,11,34,45,16,8,3,11,12,100.9,97.7,94.2,0.257,0.500,0.577,48.3,60.6,7.4,9.8,0.547,17.9,10.5,0.189,0.426,10.2,22.4,0.193
69,69,2022-03-16,@,BRK,W,113,111,,41,83,0.494,12,34,0.353,29,49,0.592,0.566,19,19,1.000,9,28,37,21,5,2,11,17,45,91,0.495,9,26,0.346,36,65,0.554,0.544,12,15,0.800,19,26,45,28,2,2,11,21,126.9,124.6,89.1,0.229,0.410,0.618,45.1,51.2,5.6,3.1,0.566,10.7,25.7,0.229,0.544,10.1,40.4,0.132
70,70,2022-03-18,@,PHI,L,101,111,,37,80,0.463,12,32,0.375,25,48,0.521,0.538,15,21,0.714,11,29,40,21,4,3,12,17,37,75,0.493,16,38,0.421,21,37,0.568,0.600,21,23,0.913,5,33,38,23,9,4,12,21,112.8,123.9,89.6,0.263,0.400,0.566,51.3,56.8,4.5,8.1,0.538,11.9,25.0,0.188,0.600,12.4,14.7,0.280
71,71,2022-03-19,@,CHO,L,108,129,,39,89,0.438,14,38,0.368,25,51,0.490,0.517,16,20,0.800,12,32,44,18,4,4,15,26,44,88,0.500,20,42,0.476,24,46,0.522,0.614,21,27,0.778,10,36,46,33,8,8,9,18,110.6,132.2,97.6,0.225,0.427,0.552,48.9,46.2,4.1,8.7,0.517,13.3,25.0,0.180,0.614,8.3,23.8,0.239
72,72,2022-03-21,,MIN,W,110,108,,40,83,0.482,14,46,0.304,26,37,0.703,0.566,16,21,0.762,7,40,47,27,5,3,12,21,36,91,0.396,13,36,0.361,23,55,0.418,0.467,23,29,0.793,15,35,50,21,9,3,9,18,115.0,112.9,95.6,0.253,0.554,0.596,48.5,67.5,5.2,5.5,0.566,11.5,16.7,0.193,0.467,8.0,27.3,0.253
73,73,2022-03-23,,HOU,W,110,91,,42,86,0.488,8,33,0.242,34,53,0.642,0.535,18,22,0.818,8,34,42,24,9,1,13,24,33,82,0.402,4,28,0.143,29,54,0.537,0.427,21,28,0.750,12,33,45,17,8,5,16,21,113.3,93.7,97.1,0.256,0.384,0.575,48.3,57.1,9.3,1.9,0.535,12.0,19.5,0.209,0.427,14.5,26.1,0.256
74,74,2022-03-25,@,MIN,L,95,116,,35,90,0.389,10,43,0.233,25,47,0.532,0.444,15,19,0.789,10,35,45,21,4,5,11,19,43,84,0.512,11,32,0.344,32,52,0.615,0.577,19,24,0.792,6,39,45,26,4,2,9,21,98.6,120.4,96.4,0.211,0.478,0.483,50.0,60.0,4.2,9.6,0.444,10.1,20.4,0.167,0.577,8.7,14.6,0.226
75,75,2022-03-27,,UTA,W,114,100,,40,77,0.519,17,34,0.500,23,43,0.535,0.630,17,24,0.708,10,35,45,21,3,2,10,13,41,89,0.461,12,34,0.353,29,55,0.527,0.528,6,10,0.600,7,29,36,23,5,1,6,20,128.9,113.1,88.4,0.312,0.442,0.651,55.6,52.5,3.4,3.6,0.630,10.3,25.6,0.221,0.528,6.0,16.7,0.067
76,76,2022-03-29,,LAL,W,128,110,,45,87,0.517,20,46,0.435,25,41,0.610,0.632,18,23,0.783,11,35,46,27,5,1,8,14,40,89,0.449,12,44,0.273,28,45,0.622,0.517,18,22,0.818,14,34,48,20,7,2,9,22,138.4,118.9,92.5,0.264,0.529,0.659,48.9,60.0,5.4,2.2,0.632,7.6,24.4,0.207,0.517,8.4,28.6,0.202
77,77,2022-03-30,@,CLE,W,120,112,,46,88,0.523,16,42,0.381,30,46,0.652,0.614,12,15,0.800,9,29,38,28,6,6,12,17,42,83,0.506,11,25,0.440,31,58,0.534,0.572,17,22,0.773,9,30,39,24,7,3,15,15,125.0,116.6,96.0,0.170,0.477,0.634,49.4,60.9,6.2,10.3,0.614,11.3,23.1,0.136,0.572,13.9,23.7,0.205
78,78,2022-04-01,@,WAS,L,103,135,,34,78,0.436,11,38,0.289,23,40,0.575,0.506,24,26,0.923,5,31,36,14,3,3,13,16,49,90,0.544,17,33,0.515,32,57,0.561,0.639,20,22,0.909,8,37,45,33,7,4,9,19,105.9,138.7,97.3,0.333,0.487,0.576,44.4,41.2,3.1,5.3,0.506,12.7,11.9,0.308,0.639,8.3,20.5,0.222
79,79,2022-04-03,@,MIL,W,118,112,,39,76,0.513,16,38,0.421,23,38,0.605,0.618,24,27,0.889,2,36,38,28,7,3,14,20,42,95,0.442,15,40,0.375,27,55,0.491,0.521,13,18,0.722,10,26,36,25,9,1,9,22,119.9,113.8,98.4,0.355,0.500,0.671,51.4,71.8,7.1,5.5,0.618,13.7,7.1,0.316,0.521,8.0,21.7,0.137
80,80,2022-04-06,@,DET,W,131,113,,45,80,0.563,15,33,0.455,30,47,0.638,0.656,26,34,0.765,8,33,41,28,8,1,10,24,35,82,0.427,11,30,0.367,24,52,0.462,0.494,32,35,0.914,11,31,42,26,7,5,11,21,137.6,118.7,95.2,0.425,0.413,0.690,49.4,62.2,8.4,1.9,0.656,9.5,20.5,0.325,0.494,10.1,25.0,0.390
81,81,2022-04-08,,POR,W,128,78,,42,79,0.532,20,45,0.444,22,34,0.647,0.658,24,31,0.774,9,42,51,25,9,5,15,19,31,83,0.373,7,32,0.219,24,51,0.471,0.416,9,12,0.750,5,24,29,20,9,2,17,23,131.6,80.2,97.2,0.392,0.570,0.691,63.8,59.5,9.3,9.8,0.658,13.9,27.3,0.304,0.416,16.1,10.6,0.108
82,82,2022-04-10,,SAS,W,130,120,,46,85,0.541,20,36,0.556,26,49,0.531,0.659,18,23,0.783,10,33,43,34,5,3,16,16,43,89,0.483,11,31,0.355,32,58,0.552,0.545,23,23,1.000,7,28,35,26,15,3,8,17,132.1,121.9,98.4,0.271,0.424,0.683,55.1,73.9,5.1,5.2,0.659,14.4,26.3,0.212,0.545,7.5,17.5,0.258
1,1,2022-10-19,@,PHO,L,105,107,,35,75,0.467,14,35,0.400,21,40,0.525,0.560,21,34,0.618,5,35,40,17,6,4,12,22,40,85,0.471,8,22,0.364,32,63,0.508,0.518,19,22,0.864,8,32,40,25,4,5,12,29,109.6,111.7,95.8,0.453,0.467,0.584,50.0,48.6,6.3,6.3,0.560,11.8,13.5,0.280,0.518,11.2,18.6,0.224
2,2,2022-10-22,,MEM,W,137,96,,45,90,0.500,17,39,0.436,28,51,0.549,0.594,30,36,0.833,15,37,52,23,7,7,15,24,34,79,0.430,9,33,0.273,25,46,0.543,0.487,19,24,0.792,6,23,29,20,4,8,18,29,136.8,95.9,100.1,0.400,0.433,0.647,64.2,51.1,7.0,15.2,0.594,12.4,39.5,0.333,0.487,16.7,14.0,0.241
3,3,2022-10-25,@,NOP,L,111,113,,41,82,0.500,12,39,0.308,29,43,0.674,0.573,17,24,0.708,11,26,37,18,8,5,12,16,44,76,0.579,12,27,0.444,32,49,0.653,0.658,13,18,0.722,4,22,26,25,7,3,14,21,122.2,124.4,90.8,0.293,0.476,0.600,58.7,43.9,8.8,10.2,0.573,11.5,33.3,0.207,0.658,14.3,13.3,0.171
4,4,2022-10-27,@,BRK,W,129,125,OT,41,81,0.506,20,40,0.500,21,41,0.512,0.630,27,35,0.771,7,30,37,25,8,4,18,23,43,93,0.462,12,35,0.343,31,58,0.534,0.527,27,30,0.900,13,32,45,20,10,6,15,28,123.4,119.5,94.7,0.432,0.494,0.669,45.1,61.0,7.7,6.9,0.630,15.7,17.9,0.333,0.527,12.4,30.2,0.290
5,5,2022-10-29,,OKC,L,111,117,OT,38,95,0.400,8,40,0.200,30,55,0.545,0.442,27,34,0.794,12,37,49,17,8,5,16,30,44,89,0.494,5,25,0.200,39,64,0.609,0.522,24,31,0.774,9,38,47,25,9,6,15,29,102.3,107.9,98.2,0.358,0.421,0.505,51.0,44.7,7.4,7.8,0.442,12.7,24.0,0.284,0.522,12.8,19.6,0.270
6,6,2022-10-30,,ORL,W,114,105,,41,83,0.494,11,35,0.314,30,48,0.625,0.560,21,28,0.750,5,32,37,15,10,1,4,22,37,81,0.457,11,29,0.379,26,52,0.500,0.525,20,27,0.741,11,36,47,20,2,5,12,23,123.6,113.8,92.2,0.337,0.422,0.598,44.0,36.6,10.8,1.9,0.560,4.0,12.2,0.253,0.525,11.4,25.6,0.247
7,7,2022-11-02,,UTA,W,103,100,,42,84,0.500,11,38,0.289,31,46,0.674,0.565,8,15,0.533,7,30,37,20,9,4,12,14,39,84,0.464,10,30,0.333,29,54,0.537,0.524,12,14,0.857,12,28,40,28,6,1,17,17,110.8,107.6,92.9,0.179,0.452,0.568,48.1,47.6,9.7,7.4,0.565,11.7,20.0,0.095,0.524,15.9,28.6,0.143
8,8,2022-11-04,,TOR,W,111,110,,39,77,0.506,12,34,0.353,27,43,0.628,0.584,21,25,0.840,6,25,31,23,12,3,19,21,39,88,0.443,11,34,0.324,28,54,0.519,0.506,21,25,0.840,18,26,44,20,10,4,19,22,114.8,113.7,96.7,0.325,0.442,0.631,41.3,59.0,12.4,5.6,0.584,17.8,18.8,0.273,0.506,16.1,41.9,0.239
9,9,2022-11-07,,BRK,W,96,94,,32,72,0.444,12,28,0.429,20,44,0.455,0.528,20,24,0.833,12,29,41,18,7,3,22,20,35,80,0.438,10,29,0.345,25,51,0.490,0.500,14,19,0.737,14,20,34,22,13,5,14,26,110.7,108.4,86.7,0.333,0.389,0.581,54.7,56.3,8.1,5.9,0.528,21.0,37.5,0.278,0.500,13.7,32.6,0.175
