Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_Opp,FGA_Opp,FG%_Opp,3P_Opp,3PA_Opp,3P%_Opp,2P_Opp,2PA_Opp,2P%_Opp,eFG%_Opp,FT_Opp,FTA_Opp,FT%_Opp,ORB_Opp,DRB_Opp,TRB_Opp,AST_Opp,STL_Opp,BLK_Opp,TOV_Opp,PF_Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
78,78,2023-04-01,@,MIA,L,122,129,,47,77,0.610,14,34,0.412,33,43,0.767,0.701,14,16,0.875,1,30,31,32,3,2,14,23,45,86,0.523,13,37,0.351,32,49,0.653,0.599,26,29,0.897,10,26,36,27,6,0,11,16,125.9,133.1,96.9,0.208,0.442,0.726,46.3,68.1,3.1,4.1,0.701,14.3,3.7,0.182,0.599,10.0,25.0,0.302
79,79,2023-04-02,@,ATL,L,130,132,OT,49,95,0.516,10,38,0.263,39,57,0.684,0.568,22,32,0.688,10,37,47,24,4,3,14,15,51,108,0.472,12,35,0.343,39,73,0.534,0.528,18,22,0.818,16,37,53,28,10,3,11,22,117.8,119.6,99.9,0.337,0.400,0.596,47.0,49.0,3.6,4.1,0.568,11.4,21.3,0.232,0.528,8.5,30.2,0.167
80,80,2023-04-05,,SAC,W,123,119,,44,89,0.494,20,44,0.455,24,45,0.533,0.607,15,18,0.833,7,32,39,24,4,7,10,18,46,106,0.434,12,37,0.324,34,69,0.493,0.491,15,19,0.789,22,35,57,31,7,1,9,19,126.4,122.3,97.3,0.202,0.494,0.635,40.6,54.5,4.1,10.1,0.607,9.4,16.7,0.169,0.491,7.3,40.7,0.142
81,81,2023-04-07,,CHI,L,112,115,,42,93,0.452,18,55,0.327,24,38,0.632,0.548,10,13,0.769,7,36,43,23,7,3,10,15,46,88,0.523,11,31,0.355,35,57,0.614,0.585,12,18,0.667,8,42,50,24,6,4,12,15,112.3,115.3,99.7,0.140,0.591,0.567,46.2,54.8,7.0,5.3,0.548,9.2,14.3,0.108,0.585,11.1,18.2,0.136
82,82,2023-04-09,,SAS,L,117,138,,46,108,0.426,17,53,0.321,29,55,0.527,0.505,8,16,0.500,8,38,46,28,4,3,4,21,51,104,0.490,15,38,0.395,36,66,0.545,0.563,21,30,0.700,13,56,69,31,2,3,12,13,104.6,123.4,111.8,0.148,0.491,0.509,40.0,60.9,3.6,4.5,0.505,3.4,12.5,0.074,0.563,9.3,25.5,0.202
1,1,2023-10-25,@,SAS,W,126,119,,47,99,0.475,15,47,0.319,32,52,0.615,0.551,17,23,0.739,13,35,48,24,6,3,12,20,46,89,0.517,11,35,0.314,35,54,0.648,0.579,16,22,0.727,9,36,45,33,8,5,19,23,118.4,111.8,106.4,0.232,0.475,0.577,51.6,51.1,5.6,5.6,0.551,9.9,26.5,0.172,0.579,16.1,20.5,0.180
2,2,2023-10-27,,BRK,W,125,120,,44,91,0.484,15,36,0.417,29,55,0.527,0.566,22,28,0.786,8,32,40,20,5,2,9,15,45,92,0.489,21,43,0.488,24,49,0.490,0.603,9,10,0.900,10,37,47,30,5,4,16,28,123.6,118.6,101.1,0.308,0.396,0.605,46.0,45.5,4.9,4.1,0.566,8.0,17.8,0.242,0.603,14.2,23.8,0.098
3,3,2023-10-30,@,MEM,W,125,110,,42,84,0.500,23,47,0.489,19,37,0.514,0.637,18,24,0.750,6,42,48,24,4,7,15,17,42,92,0.457,14,37,0.378,28,55,0.509,0.533,12,20,0.600,10,34,44,22,9,4,12,22,122.8,108.1,101.8,0.286,0.560,0.661,52.2,57.1,3.9,12.7,0.637,13.7,15.0,0.214,0.533,10.6,19.2,0.130
4,4,2023-11-01,,CHI,W,114,105,,37,81,0.457,20,48,0.417,17,33,0.515,0.580,20,28,0.714,13,32,45,23,7,2,15,11,42,89,0.472,11,33,0.333,31,56,0.554,0.534,10,11,0.909,12,31,43,19,10,3,13,23,122.6,112.9,93.0,0.346,0.593,0.611,51.1,62.2,7.5,3.6,0.580,13.8,29.5,0.247,0.534,12.2,27.3,0.112
5,5,2023-11-03,@,DEN,L,114,125,,41,86,0.477,17,42,0.405,24,44,0.545,0.576,15,17,0.882,10,24,34,27,12,6,15,19,49,93,0.527,13,30,0.433,36,63,0.571,0.597,14,19,0.737,19,32,51,33,11,6,20,17,116.2,127.5,98.1,0.198,0.488,0.610,40.0,65.9,12.2,9.5,0.576,13.8,23.8,0.174,0.597,16.5,44.2,0.151
6,6,2023-11-05,,CHO,W,124,118,,43,91,0.473,14,42,0.333,29,49,0.592,0.549,24,32,0.750,9,38,47,31,3,6,11,19,49,99,0.495,8,30,0.267,41,69,0.594,0.535,12,21,0.571,10,33,43,30,5,2,9,25,118.6,112.9,104.5,0.352,0.462,0.590,52.2,72.1,2.9,8.7,0.549,9.5,21.4,0.264,0.535,7.7,20.8,0.121
7,7,2023-11-06,@,ORL,W,117,102,,41,82,0.500,15,40,0.375,26,42,0.619,0.591,20,28,0.714,5,26,31,21,9,6,15,20,40,85,0.471,8,27,0.296,32,58,0.552,0.518,14,18,0.778,6,32,38,27,6,4,21,24,113.3,98.8,103.2,0.341,0.488,0.620,44.9,51.2,8.7,10.3,0.591,13.7,13.5,0.244,0.518,18.4,18.8,0.165
8,8,2023-11-08,,TOR,L,116,127,,40,84,0.476,17,41,0.415,23,43,0.535,0.577,19,31,0.613,6,32,38,25,4,6,16,21,49,99,0.495,11,36,0.306,38,63,0.603,0.551,18,27,0.667,15,35,50,27,10,4,12,25,110.4,120.8,105.1,0.369,0.488,0.594,43.2,62.5,3.8,9.5,0.577,14.1,14.6,0.226,0.551,9.8,31.9,0.182
9,9,2023-11-10,,LAC,W,144,126,,51,98,0.520,19,42,0.452,32,56,0.571,0.617,23,26,0.885,15,26,41,30,7,1,9,23,43,88,0.489,8,27,0.296,35,61,0.574,0.534,32,36,0.889,19,28,47,21,7,2,14,27,147.0,128.6,98.0,0.265,0.429,0.658,46.6,58.8,7.1,1.6,0.617,7.6,34.9,0.235,0.534,11.9,42.2,0.364
10,10,2023-11-12,@,NOP,W,136,124,,50,102,0.490,20,53,0.377,30,49,0.612,0.588,16,21,0.762,8,34,42,29,7,6,6,19,47,92,0.511,17,36,0.472,30,56,0.536,0.603,13,22,0.591,13,41,54,31,2,3,18,20,127.8,116.5,106.4,0.206,0.520,0.611,43.8,58.0,6.6,10.7,0.588,5.1,16.3,0.157,0.603,15.0,27.7,0.141
11,11,2023-11-14,@,NOP,L,110,131,,38,90,0.422,14,42,0.333,24,48,0.500,0.500,20,26,0.769,16,29,45,25,4,3,20,16,49,94,0.521,14,38,0.368,35,56,0.625,0.596,19,26,0.731,12,30,42,33,17,6,13,20,107.7,128.2,102.2,0.289,0.467,0.542,51.7,65.8,3.9,5.4,0.500,16.5,34.8,0.222,0.596,11.0,29.3,0.202
12,12,2023-11-15,@,WAS,W,130,117,,48,92,0.522,17,42,0.405,31,50,0.620,0.614,17,29,0.586,9,37,46,32,6,4,10,16,43,89,0.483,12,36,0.333,31,53,0.585,0.551,19,23,0.826,8,38,46,23,6,1,12,22,126.2,113.6,103.0,0.315,0.457,0.620,50.0,66.7,5.8,7.5,0.614,8.7,19.1,0.185,0.551,10.8,17.8,0.213
13,13,2023-11-18,@,MIL,L,125,132,,51,103,0.495,16,47,0.340,35,56,0.625,0.573,7,10,0.700,11,38,49,27,1,2,12,16,49,94,0.521,17,45,0.378,32,49,0.653,0.612,17,20,0.850,5,36,41,29,8,3,7,16,119.4,126.1,104.7,0.097,0.456,0.582,54.4,52.9,1.0,4.1,0.573,10.1,23.4,0.068,0.612,6.4,11.6,0.181
14,14,2023-11-19,,SAC,L,113,129,,41,88,0.466,12,34,0.353,29,54,0.537,0.534,19,26,0.731,11,29,40,23,8,2,10,15,48,90,0.533,17,40,0.425,31,50,0.620,0.628,16,21,0.762,14,34,48,34,9,3,13,20,117.2,133.8,96.4,0.295,0.386,0.568,45.5,56.1,8.3,4.0,0.534,9.1,24.4,0.216,0.628,11.6,32.6,0.178
15,15,2023-11-22,@,LAL,W,104,101,,38,96,0.396,16,50,0.320,22,46,0.478,0.479,12,16,0.750,11,37,48,21,5,4,4,18,39,84,0.464,11,29,0.379,28,55,0.509,0.530,12,19,0.632,9,42,51,26,1,2,13,17,110.2,107.0,94.3,0.167,0.521,0.505,48.5,55.3,5.3,7.3,0.479,3.7,20.8,0.125,0.530,12.3,19.6,0.143
16,16,2023-11-25,@,LAC,L,88,107,,34,91,0.374,9,38,0.237,25,53,0.472,0.423,11,14,0.786,10,27,37,17,6,5,9,24,38,88,0.432,8,29,0.276,30,59,0.508,0.477,23,31,0.742,17,40,57,25,2,6,13,16,94.6,115.0,93.1,0.154,0.418,0.453,39.4,50.0,6.4,8.5,0.423,8.5,20.0,0.121,0.477,11.3,38.6,0.261
17,17,2023-11-28,,HOU,W,121,115,,42,89,0.472,12,34,0.353,30,55,0.545,0.539,25,29,0.862,9,29,38,25,5,4,7,25,42,85,0.494,8,29,0.276,34,56,0.607,0.541,23,29,0.793,10,30,40,33,2,6,12,27,125.5,119.3,96.4,0.326,0.382,0.595,48.7,59.5,5.2,7.1,0.539,6.4,23.1,0.281,0.541,10.9,25.6,0.271
18,18,2023-12-01,,MEM,L,94,108,,34,92,0.370,12,39,0.308,22,53,0.415,0.435,14,21,0.667,13,29,42,27,9,5,12,13,44,90,0.489,11,34,0.324,33,56,0.589,0.550,9,11,0.818,13,39,52,27,8,12,15,23,98.4,113.1,95.5,0.228,0.424,0.464,44.7,79.4,9.4,8.9,0.435,10.6,25.0,0.152,0.550,13.7,31.0,0.100
19,19,2023-12-02,,OKC,L,120,126,,39,87,0.448,19,52,0.365,20,35,0.571,0.557,23,35,0.657,15,32,47,26,5,12,16,21,44,100,0.440,20,44,0.455,24,56,0.429,0.540,18,22,0.818,16,34,50,24,8,5,13,24,118.2,124.1,101.6,0.402,0.598,0.586,48.5,66.7,4.9,21.4,0.557,13.5,30.6,0.264,0.540,10.6,33.3,0.180
20,20,2023-12-06,,UTA,W,147,97,,56,101,0.554,22,49,0.449,34,52,0.654,0.663,13,19,0.684,11,36,47,37,11,5,8,14,35,87,0.402,12,33,0.364,23,54,0.426,0.471,15,18,0.833,11,32,43,22,6,3,19,20,143.8,94.9,102.2,0.188,0.485,0.672,52.2,66.1,10.8,9.3,0.663,6.8,25.6,0.129,0.471,16.7,23.4,0.172
21,21,2023-12-08,@,POR,W,125,112,,47,91,0.516,12,39,0.308,35,52,0.673,0.582,19,22,0.864,9,33,42,26,8,5,15,23,39,105,0.371,18,53,0.340,21,52,0.404,0.457,16,18,0.889,18,30,48,20,9,1,15,24,121.2,108.6,103.1,0.242,0.429,0.621,46.7,55.3,7.8,9.6,0.582,13.0,23.1,0.209,0.457,11.7,35.3,0.152
22,22,2023-12-11,@,MEM,W,120,113,,43,86,0.500,17,40,0.425,26,46,0.565,0.599,17,19,0.895,10,33,43,27,8,9,17,17,41,89,0.461,18,44,0.409,23,45,0.511,0.562,13,16,0.813,10,28,38,26,9,5,18,19,120.0,113.0,100.0,0.221,0.465,0.636,53.1,62.8,8.0,20.0,0.599,15.3,26.3,0.198,0.562,15.8,23.3,0.146
23,23,2023-12-12,,LAL,W,127,125,,44,89,0.494,21,43,0.488,23,46,0.500,0.612,18,21,0.857,12,24,36,28,7,5,10,17,49,91,0.538,15,29,0.517,34,62,0.548,0.621,12,18,0.667,10,30,40,34,4,4,15,20,131.2,129.1,96.8,0.236,0.483,0.646,47.4,63.6,7.2,8.1,0.612,9.2,28.6,0.202,0.621,13.2,29.4,0.132
24,24,2023-12-14,,MIN,L,101,119,,39,83,0.470,7,32,0.219,32,51,0.627,0.512,16,18,0.889,4,30,34,21,6,2,16,19,44,88,0.500,14,31,0.452,30,57,0.526,0.580,17,25,0.680,12,33,45,30,9,4,17,19,99.7,117.4,101.3,0.217,0.386,0.555,43.0,53.8,5.9,3.5,0.512,15.0,10.8,0.193,0.580,14.7,28.6,0.193
25,25,2023-12-16,@,POR,W,131,120,,48,97,0.495,16,47,0.340,32,50,0.640,0.577,19,21,0.905,11,36,47,27,7,2,13,17,47,94,0.500,7,32,0.219,40,62,0.645,0.537,19,22,0.864,10,34,44,17,8,2,11,21,125.7,115.1,104.2,0.216,0.485,0.617,51.6,56.3,6.7,3.2,0.577,10.9,24.4,0.196,0.537,9.6,21.7,0.202
26,26,2023-12-18,@,DEN,L,104,130,,41,92,0.446,13,38,0.342,28,54,0.519,0.516,9,19,0.474,15,28,43,19,2,0,11,20,49,87,0.563,14,26,0.538,35,61,0.574,0.644,18,22,0.818,9,37,46,29,7,4,9,19,109.6,137.0,94.9,0.207,0.413,0.518,48.3,46.3,2.1,0.0,0.516,9.9,28.8,0.098,0.644,8.5,24.3,0.207
27,27,2023-12-20,,LAC,L,111,120,,39,91,0.429,14,43,0.326,25,48,0.521,0.505,19,27,0.704,13,23,36,23,8,3,8,19,43,77,0.558,11,31,0.355,32,46,0.696,0.630,23,25,0.920,7,37,44,27,6,4,14,22,118.2,127.8,93.9,0.297,0.473,0.539,45.0,59.0,8.5,6.5,0.505,7.2,26.0,0.209,0.630,13.7,23.3,0.299
28,28,2023-12-22,@,HOU,L,96,122,,35,101,0.347,7,40,0.175,28,61,0.459,0.381,19,26,0.731,14,33,47,18,10,1,12,17,46,95,0.484,11,38,0.289,35,57,0.614,0.542,19,23,0.826,12,51,63,21,7,3,17,22,89.1,113.3,107.7,0.257,0.396,0.427,42.7,51.4,9.3,1.8,0.381,9.6,21.5,0.188,0.542,13.9,26.7,0.200
29,29,2023-12-23,,SAS,W,144,119,,52,100,0.520,23,45,0.511,29,55,0.527,0.635,17,21,0.810,11,41,52,26,7,6,13,18,44,98,0.449,14,45,0.311,30,53,0.566,0.520,17,24,0.708,8,34,42,32,9,3,10,16,132.7,109.7,108.5,0.210,0.450,0.659,55.3,50.0,6.5,11.3,0.635,10.6,24.4,0.170,0.520,8.4,16.3,0.173
30,30,2023-12-25,@,PHO,W,128,114,,45,84,0.536,16,44,0.364,29,40,0.725,0.631,22,30,0.733,8,30,38,28,7,6,11,20,40,90,0.444,14,41,0.341,26,49,0.531,0.522,20,25,0.800,14,33,47,28,5,2,16,21,129.4,115.2,98.9,0.357,0.524,0.658,44.7,62.2,7.1,12.2,0.631,10.2,19.5,0.262,0.522,13.7,31.8,0.222
31,31,2023-12-27,,CLE,L,110,113,,39,88,0.443,10,37,0.270,29,51,0.569,0.500,22,26,0.846,7,30,37,21,12,7,10,21,40,92,0.435,17,43,0.395,23,49,0.469,0.527,16,23,0.696,18,39,57,33,7,4,16,21,111.8,114.9,98.4,0.295,0.420,0.553,39.4,53.8,12.2,14.3,0.500,9.1,15.2,0.250,0.527,13.5,37.5,0.174
32,32,2023-12-28,@,MIN,L,110,118,,40,90,0.444,14,33,0.424,26,57,0.456,0.522,16,19,0.842,13,26,39,29,9,3,18,27,38,74,0.514,17,33,0.515,21,41,0.512,0.628,25,34,0.735,6,32,38,23,9,10,22,21,108.6,116.5,101.3,0.211,0.367,0.559,50.6,72.5,8.9,7.3,0.522,15.5,28.9,0.178,0.628,19.8,18.8,0.338
33,33,2023-12-30,@,GSW,W,132,122,,49,88,0.557,16,40,0.400,33,48,0.688,0.648,18,22,0.818,6,37,43,25,5,2,9,14,47,103,0.456,19,48,0.396,28,55,0.509,0.549,9,13,0.692,16,31,47,32,8,3,11,21,131.9,121.9,100.1,0.250,0.455,0.676,47.8,51.0,5.0,3.6,0.648,8.4,16.2,0.205,0.549,9.2,30.2,0.087
34,34,2024-01-01,@,UTA,L,90,127,,37,93,0.398,11,40,0.275,26,53,0.491,0.457,5,10,0.500,8,33,41,28,6,5,16,15,49,96,0.510,12,44,0.273,37,52,0.712,0.573,17,18,0.944,7,46,53,37,9,6,13,15,85.1,120.1,105.8,0.108,0.430,0.462,43.6,75.7,5.7,9.6,0.457,14.1,14.8,0.054,0.573,11.1,17.5,0.177
35,35,2024-01-03,,POR,W,126,97,,42,84,0.500,13,30,0.433,29,54,0.537,0.577,29,41,0.707,7,36,43,25,12,7,12,18,34,87,0.391,13,40,0.325,21,47,0.447,0.466,16,22,0.727,10,36,46,23,4,3,22,34,119.7,92.1,105.3,0.488,0.357,0.617,48.3,59.5,11.4,14.9,0.577,10.5,16.3,0.345,0.466,18.5,21.7,0.184
36,36,2024-01-05,,POR,W,139,103,,56,96,0.583,17,38,0.447,39,58,0.672,0.672,10,15,0.667,10,42,52,35,11,8,17,21,39,95,0.411,13,40,0.325,26,55,0.473,0.479,12,17,0.706,10,32,42,27,9,3,19,15,127.5,94.5,109.0,0.156,0.396,0.677,55.3,62.5,10.1,14.5,0.672,14.2,23.8,0.104,0.479,15.6,19.2,0.126
37,37,2024-01-07,,MIN,W,115,108,,43,95,0.453,15,40,0.375,28,55,0.509,0.532,14,20,0.700,15,29,44,20,7,8,11,19,41,94,0.436,13,41,0.317,28,53,0.528,0.505,13,21,0.619,18,33,51,22,6,4,13,22,120.9,113.5,95.1,0.211,0.421,0.554,46.3,46.5,7.4,15.1,0.532,9.6,31.3,0.147,0.505,11.2,38.3,0.138
38,38,2024-01-09,,MEM,L,103,120,,36,82,0.439,9,27,0.333,27,55,0.491,0.494,22,27,0.815,8,25,33,20,9,4,13,17,44,91,0.484,14,37,0.378,30,54,0.556,0.560,18,21,0.857,18,36,54,27,7,3,17,18,107.2,124.9,96.1,0.329,0.329,0.549,37.9,55.6,9.4,7.4,0.494,12.2,18.2,0.268,0.560,14.5,41.9,0.198
39,39,2024-01-11,,NYK,W,128,124,,44,88,0.500,17,41,0.415,27,47,0.574,0.597,23,30,0.767,11,27,38,27,6,2,10,19,44,89,0.494,14,42,0.333,30,47,0.638,0.573,22,28,0.786,13,32,45,27,7,2,16,25,129.0,124.9,99.3,0.341,0.466,0.632,45.8,61.4,6.0,4.3,0.597,9.0,25.6,0.261,0.573,13.6,32.5,0.247
40,40,2024-01-13,,NOP,L,108,118,,37,82,0.451,15,41,0.366,22,41,0.537,0.543,19,20,0.950,9,25,34,23,6,1,12,25,39,79,0.494,12,30,0.400,27,49,0.551,0.570,28,37,0.757,14,30,44,29,7,4,11,20,119.8,130.9,90.2,0.244,0.500,0.595,43.6,62.2,6.7,2.0,0.543,11.7,23.1,0.232,0.570,10.4,35.9,0.354
41,41,2024-01-15,,NOP,W,125,120,,39,85,0.459,18,43,0.419,21,42,0.500,0.565,29,35,0.829,13,29,42,24,4,6,12,29,41,81,0.506,7,23,0.304,34,58,0.586,0.549,31,41,0.756,8,29,37,21,9,2,10,28,128.9,123.8,97.0,0.412,0.506,0.623,53.2,61.5,4.1,10.3,0.565,10.7,31.0,0.341,0.549,9.2,21.6,0.383
42,42,2024-01-17,@,LAL,L,110,127,,42,91,0.462,11,40,0.275,31,51,0.608,0.522,15,18,0.833,11,32,43,26,4,5,15,19,49,91,0.538,12,28,0.429,37,63,0.587,0.604,17,24,0.708,9,36,45,33,8,1,11,15,108.6,125.3,101.3,0.198,0.440,0.556,48.9,61.9,3.9,7.9,0.522,13.2,23.4,0.165,0.604,9.8,22.0,0.187
