Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_Opp,FGA_Opp,FG%_Opp,3P_Opp,3PA_Opp,3P%_Opp,2P_Opp,2PA_Opp,2P%_Opp,eFG%_Opp,FT_Opp,FTA_Opp,FT%_Opp,ORB_Opp,DRB_Opp,TRB_Opp,AST_Opp,STL_Opp,BLK_Opp,TOV_Opp,PF_Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
1,1,2021-10-20,,DEN,L,98,110,,36,87,0.414,14,37,0.378,22,50,0.440,0.494,12,17,0.706,11,34,45,23,9,3,18,18,44,83,0.530,17,39,0.436,27,44,0.614,0.633,5,9,0.556,6,40,46,25,9,1,19,20,98.3,110.3,99.7,0.195,0.425,0.519,49.5,63.9,9.0,6.8,0.494,16.0,21.6,0.138,0.633,17.9,15.0,0.060
2,2,2021-10-22,@,LAL,W,115,105,,42,86,0.488,10,32,0.313,32,54,0.593,0.547,21,28,0.750,7,40,47,31,8,2,12,22,34,86,0.395,15,34,0.441,19,52,0.365,0.483,22,29,0.759,12,34,46,25,7,3,16,26,113.9,104.0,101.0,0.326,0.372,0.585,50.5,73.8,7.9,3.8,0.547,10.9,17.1,0.244,0.483,13.9,23.1,0.256
3,3,2021-10-23,@,POR,L,105,134,,43,89,0.483,9,28,0.321,34,61,0.557,0.534,10,15,0.667,7,31,38,27,6,1,14,19,51,94,0.543,21,50,0.420,30,44,0.682,0.654,11,17,0.647,8,40,48,24,8,5,9,15,103.9,132.7,101.0,0.169,0.315,0.549,44.2,62.8,5.9,2.3,0.534,12.8,14.9,0.112,0.654,8.1,20.5,0.117
4,4,2021-10-27,,SAC,L,107,110,,42,93,0.452,6,22,0.273,36,71,0.507,0.484,17,24,0.708,14,42,56,23,6,6,11,16,42,95,0.442,15,38,0.395,27,57,0.474,0.521,11,15,0.733,8,32,40,28,7,6,12,20,106.5,109.5,100.5,0.258,0.237,0.517,58.3,54.8,6.0,10.5,0.484,9.6,30.4,0.183,0.521,10.6,16.0,0.116
5,5,2021-10-30,,CLE,W,101,92,,39,84,0.464,6,26,0.231,33,58,0.569,0.500,17,27,0.630,8,44,52,27,12,3,15,14,36,91,0.396,14,44,0.318,22,47,0.468,0.473,6,7,0.857,10,37,47,21,8,3,19,21,99.4,90.6,101.6,0.321,0.310,0.527,52.5,69.2,11.8,6.4,0.500,13.5,17.8,0.202,0.473,16.8,18.5,0.066
6,6,2021-11-02,,NOP,W,112,100,,43,82,0.524,9,26,0.346,34,56,0.607,0.579,17,18,0.944,7,35,42,32,8,4,19,17,36,91,0.396,13,39,0.333,23,52,0.442,0.467,15,16,0.938,14,29,43,21,17,6,18,16,112.7,100.7,99.3,0.220,0.317,0.623,49.4,74.4,8.1,7.7,0.579,17.4,19.4,0.207,0.467,15.5,28.6,0.165
7,7,2021-11-04,,HOU,W,123,111,,44,93,0.473,14,31,0.452,30,62,0.484,0.548,21,23,0.913,13,33,46,29,12,8,12,24,38,88,0.432,11,32,0.344,27,56,0.482,0.494,24,28,0.857,7,36,43,25,4,4,19,21,117.6,106.2,104.6,0.247,0.333,0.596,51.7,65.9,11.5,14.3,0.548,10.4,26.5,0.226,0.494,15.9,17.5,0.273
8,8,2021-11-06,,ATL,W,121,117,,45,88,0.511,14,43,0.326,31,45,0.689,0.591,17,21,0.810,5,37,42,26,8,6,12,22,42,97,0.433,13,33,0.394,29,64,0.453,0.500,20,23,0.870,14,36,50,18,3,1,12,16,118.1,114.2,102.4,0.239,0.489,0.622,45.7,57.8,7.8,9.4,0.591,11.0,12.2,0.193,0.500,10.1,27.5,0.206
9,9,2021-11-08,@,SAC,W,109,104,,44,93,0.473,12,30,0.400,32,63,0.508,0.538,9,11,0.818,5,33,38,28,14,9,15,21,37,82,0.451,10,24,0.417,27,58,0.466,0.512,20,26,0.769,8,38,46,18,6,6,24,18,102.2,97.5,106.7,0.118,0.323,0.557,45.2,63.6,13.1,15.5,0.538,13.3,11.6,0.097,0.512,20.4,19.5,0.244
10,10,2021-11-10,,POR,W,119,109,,49,94,0.521,11,28,0.393,38,66,0.576,0.580,10,12,0.833,9,30,39,27,6,6,11,20,44,91,0.484,7,30,0.233,37,61,0.607,0.522,14,16,0.875,14,32,46,24,5,2,16,21,121.0,110.9,98.3,0.128,0.298,0.599,45.9,55.1,6.1,9.8,0.580,10.0,22.0,0.106,0.522,14.0,31.8,0.154
11,11,2021-11-12,@,MEM,W,119,94,,46,94,0.489,18,37,0.486,28,57,0.491,0.585,9,9,1.000,4,42,46,28,12,6,12,22,37,98,0.378,7,33,0.212,30,65,0.462,0.413,13,23,0.565,17,42,59,19,6,6,15,16,114.1,90.2,104.3,0.096,0.394,0.607,43.8,60.9,11.5,9.2,0.585,10.9,8.7,0.096,0.413,12.2,28.8,0.133
12,12,2021-11-14,@,HOU,W,115,89,,42,97,0.433,14,40,0.350,28,57,0.491,0.505,17,20,0.850,12,40,52,19,16,7,10,19,35,85,0.412,7,32,0.219,28,53,0.528,0.453,12,18,0.667,9,39,48,19,7,5,23,19,111.4,86.2,103.3,0.206,0.412,0.543,52.0,45.2,15.5,13.2,0.505,8.6,23.5,0.175,0.453,19.8,18.4,0.141
13,13,2021-11-15,@,MIN,W,99,96,,32,85,0.376,7,31,0.226,25,54,0.463,0.418,28,36,0.778,14,38,52,21,8,2,15,23,31,85,0.365,13,44,0.295,18,41,0.439,0.441,21,27,0.778,13,41,54,18,8,3,21,28,98.0,95.0,101.0,0.424,0.365,0.491,49.1,65.6,7.9,4.9,0.418,12.9,25.5,0.329,0.441,17.8,25.5,0.247
14,14,2021-11-17,,DAL,W,105,98,,41,93,0.441,13,39,0.333,28,54,0.519,0.511,10,14,0.714,8,41,49,27,6,7,8,9,38,91,0.418,16,32,0.500,22,59,0.373,0.505,6,6,1.000,8,41,49,28,5,2,10,14,109.6,102.3,95.8,0.151,0.419,0.529,50.0,65.9,6.3,11.9,0.511,7.5,16.3,0.108,0.505,9.6,16.3,0.066
15,15,2021-11-19,,DAL,W,112,104,,44,85,0.518,14,29,0.483,30,56,0.536,0.600,10,14,0.714,10,43,53,28,7,4,18,22,37,90,0.411,12,40,0.300,25,50,0.500,0.478,18,23,0.783,10,30,40,25,15,1,10,17,114.2,106.1,98.1,0.165,0.341,0.614,57.0,63.6,7.1,8.0,0.600,16.5,25.0,0.118,0.478,9.1,18.9,0.200
16,16,2021-11-21,,DEN,W,126,97,,46,87,0.529,11,36,0.306,35,51,0.686,0.592,23,26,0.885,10,41,51,34,7,3,13,20,33,90,0.367,11,38,0.289,22,52,0.423,0.428,20,28,0.714,12,30,42,20,5,1,10,22,128.0,98.6,98.4,0.299,0.414,0.640,54.8,73.9,7.1,5.8,0.592,11.7,25.0,0.264,0.428,8.9,22.6,0.222
17,17,2021-11-22,@,SAS,W,115,111,,45,88,0.511,12,27,0.444,33,61,0.541,0.580,13,16,0.813,11,33,44,25,10,0,15,18,49,93,0.527,5,20,0.250,44,73,0.603,0.554,8,16,0.500,11,33,44,23,9,4,15,16,114.7,110.7,100.3,0.182,0.307,0.605,50.0,55.6,10.0,0.0,0.580,13.6,25.0,0.148,0.554,13.0,25.0,0.086
18,18,2021-11-24,@,CLE,W,120,115,,45,86,0.523,8,22,0.364,37,64,0.578,0.570,22,28,0.786,10,37,47,26,4,2,15,23,43,97,0.443,12,39,0.308,31,58,0.534,0.505,17,25,0.680,13,31,44,22,7,0,10,23,117.9,113.0,101.7,0.326,0.256,0.610,51.6,57.8,3.9,3.4,0.570,13.2,24.4,0.256,0.505,8.5,26.0,0.175
19,19,2021-11-26,@,NYK,W,118,97,,44,79,0.557,13,28,0.464,31,51,0.608,0.639,17,21,0.810,1,34,35,28,10,2,11,19,34,92,0.370,12,39,0.308,22,53,0.415,0.435,17,22,0.773,17,34,51,13,7,1,16,20,122.0,100.3,96.7,0.266,0.354,0.669,40.7,63.6,10.3,3.8,0.639,11.1,2.9,0.215,0.435,13.6,33.3,0.185
20,20,2021-11-27,@,BRK,W,113,107,,41,92,0.446,13,38,0.342,28,54,0.519,0.516,18,21,0.857,11,30,41,17,11,1,13,17,42,84,0.500,7,23,0.304,35,61,0.574,0.542,16,21,0.762,10,37,47,25,7,5,20,15,111.8,105.9,101.0,0.228,0.413,0.558,46.6,41.5,10.9,1.6,0.516,11.4,22.9,0.196,0.542,17.7,25.0,0.190
21,21,2021-11-30,,GSW,W,104,96,,43,87,0.494,12,30,0.400,31,57,0.544,0.563,6,11,0.545,8,27,35,28,12,4,13,12,36,86,0.419,14,40,0.350,22,46,0.478,0.500,10,14,0.714,15,36,51,25,7,5,23,13,108.7,100.3,95.7,0.126,0.345,0.566,40.7,65.1,12.5,8.7,0.563,12.4,18.2,0.069,0.500,20.0,35.7,0.116
22,22,2021-12-02,,DET,W,114,103,,43,79,0.544,12,21,0.571,31,58,0.534,0.620,16,23,0.696,6,38,44,23,8,3,15,20,36,80,0.450,11,27,0.407,25,53,0.472,0.519,20,26,0.769,7,29,36,20,6,6,13,22,118.3,106.9,96.3,0.291,0.266,0.640,55.0,53.5,8.3,5.7,0.620,14.4,17.1,0.203,0.519,12.4,15.6,0.250
23,23,2021-12-03,@,GSW,L,96,118,,31,81,0.383,8,22,0.364,23,59,0.390,0.432,26,35,0.743,9,29,38,23,9,3,16,15,45,92,0.489,19,39,0.487,26,53,0.491,0.592,9,12,0.750,11,40,51,30,10,8,17,29,95.5,117.3,100.6,0.432,0.272,0.498,42.7,74.2,8.9,5.7,0.432,14.2,18.4,0.321,0.592,14.9,27.5,0.098
24,24,2021-12-06,,SAS,W,108,104,,43,94,0.457,10,29,0.345,33,65,0.508,0.511,12,18,0.667,15,34,49,27,6,4,17,20,40,93,0.430,11,29,0.379,29,64,0.453,0.489,13,19,0.684,9,32,41,31,12,6,15,18,105.6,101.7,102.3,0.191,0.309,0.530,54.4,62.8,5.9,6.3,0.511,14.3,31.9,0.128,0.489,12.9,20.9,0.140
25,25,2021-12-10,,BOS,W,111,90,,43,96,0.448,14,38,0.368,29,58,0.500,0.521,11,11,1.000,14,39,53,25,4,9,12,21,35,93,0.376,4,26,0.154,31,67,0.463,0.398,16,24,0.667,15,31,46,13,7,6,13,17,115.0,93.2,96.6,0.115,0.396,0.550,53.5,58.1,4.1,13.4,0.521,10.6,31.1,0.115,0.398,11.2,27.8,0.172
26,26,2021-12-13,@,LAC,L,95,111,,36,96,0.375,7,29,0.241,29,67,0.433,0.411,16,19,0.842,13,28,41,22,10,3,11,23,43,78,0.551,9,21,0.429,34,57,0.596,0.609,16,23,0.696,8,37,45,24,5,7,17,20,98.0,114.6,96.9,0.198,0.302,0.455,47.7,61.1,10.3,5.3,0.411,9.5,26.0,0.167,0.609,16.2,22.2,0.205
27,27,2021-12-14,@,POR,W,111,107,OT,44,93,0.473,11,31,0.355,33,62,0.532,0.532,12,15,0.800,8,41,49,30,7,0,14,24,40,96,0.417,13,41,0.317,27,55,0.491,0.484,14,22,0.636,12,36,48,23,7,3,14,18,106.4,102.5,94.5,0.161,0.333,0.557,50.5,68.2,6.7,0.0,0.532,12.3,18.2,0.129,0.484,11.7,22.6,0.146
28,28,2021-12-16,,WAS,W,118,98,,42,79,0.532,9,29,0.310,33,50,0.660,0.589,25,26,0.962,9,38,47,25,9,2,20,23,40,82,0.488,6,21,0.286,34,61,0.557,0.524,12,19,0.632,6,26,32,22,11,3,16,21,118.8,98.6,99.3,0.329,0.367,0.652,59.5,59.5,9.1,3.3,0.589,18.1,25.7,0.316,0.524,15.0,13.6,0.146
29,29,2021-12-19,,CHO,W,137,106,,54,95,0.568,20,41,0.488,34,54,0.630,0.674,9,13,0.692,10,47,57,35,5,8,18,21,36,100,0.360,10,45,0.222,26,55,0.473,0.410,24,28,0.857,13,30,43,26,12,6,9,12,128.9,99.7,106.3,0.137,0.432,0.680,57.0,64.8,4.7,14.5,0.674,15.2,25.0,0.095,0.410,7.4,21.7,0.240
30,30,2021-12-21,@,LAL,W,108,90,,41,93,0.441,12,41,0.293,29,52,0.558,0.505,14,15,0.933,8,45,53,29,11,4,16,18,34,87,0.391,7,35,0.200,27,52,0.519,0.431,15,23,0.652,6,41,47,14,9,3,15,18,102.6,85.5,105.2,0.161,0.441,0.542,53.0,70.7,10.5,7.7,0.505,13.8,16.3,0.151,0.431,13.4,11.8,0.172
31,31,2021-12-23,,OKC,W,113,101,,45,93,0.484,15,39,0.385,30,54,0.556,0.565,8,13,0.615,11,41,52,26,9,8,14,22,37,96,0.385,11,41,0.268,26,55,0.473,0.443,16,21,0.762,11,33,44,17,6,5,13,10,111.1,99.3,101.7,0.140,0.419,0.572,54.2,57.8,8.8,14.5,0.565,12.4,25.0,0.086,0.443,11.0,21.2,0.167
32,32,2021-12-25,,GSW,L,107,116,,40,83,0.482,11,30,0.367,29,53,0.547,0.548,16,16,1.000,9,28,37,20,5,2,13,17,42,85,0.494,14,37,0.378,28,48,0.583,0.576,18,21,0.857,12,30,42,28,11,7,11,22,117.3,127.2,91.2,0.193,0.361,0.594,46.8,50.0,5.5,4.2,0.548,12.6,23.1,0.193,0.576,10.5,30.0,0.212
33,33,2021-12-27,,MEM,L,113,114,,41,90,0.456,11,31,0.355,30,59,0.508,0.517,20,23,0.870,10,25,35,25,11,2,11,16,45,88,0.511,11,29,0.379,34,59,0.576,0.574,13,17,0.765,15,35,50,22,10,6,19,23,115.8,116.9,97.5,0.256,0.344,0.564,41.2,61.0,11.3,3.4,0.517,9.9,22.2,0.222,0.574,16.6,37.5,0.148
34,34,2021-12-29,,OKC,W,115,97,,41,89,0.461,12,34,0.353,29,55,0.527,0.528,21,28,0.750,18,38,56,22,7,7,15,15,38,96,0.396,7,35,0.200,31,61,0.508,0.432,14,16,0.875,14,31,45,19,6,1,12,24,118.5,100.0,97.0,0.315,0.382,0.568,55.4,53.7,7.2,11.5,0.528,12.9,36.7,0.236,0.432,10.4,26.9,0.146
35,35,2021-12-31,@,BOS,L,108,123,,41,100,0.410,11,35,0.314,30,65,0.462,0.465,15,16,0.938,15,22,37,20,10,2,10,21,45,83,0.542,10,27,0.370,35,56,0.625,0.602,23,26,0.885,13,38,51,28,6,7,18,18,110.9,126.3,97.4,0.160,0.350,0.504,42.0,48.8,10.3,3.6,0.465,8.5,28.3,0.150,0.602,16.0,37.1,0.277
36,36,2022-01-02,@,CHO,W,133,99,,52,103,0.505,17,41,0.415,35,62,0.565,0.587,12,12,1.000,14,39,53,36,15,4,17,21,39,85,0.459,9,35,0.257,30,50,0.600,0.512,12,21,0.571,5,29,34,27,10,9,18,15,125.0,93.0,106.4,0.117,0.398,0.614,60.9,69.2,14.1,8.0,0.587,13.6,32.6,0.117,0.512,16.0,11.4,0.141
37,37,2022-01-04,@,NOP,W,123,110,,46,85,0.541,17,31,0.548,29,54,0.537,0.641,14,20,0.700,5,37,42,32,7,5,11,24,36,89,0.404,10,33,0.303,26,56,0.464,0.461,28,32,0.875,15,33,48,28,7,3,12,21,125.5,112.3,98.0,0.235,0.365,0.656,46.7,69.6,7.1,8.9,0.641,10.5,13.2,0.165,0.461,10.4,28.8,0.315
38,38,2022-01-06,,LAC,W,106,89,,44,107,0.411,10,31,0.323,34,76,0.447,0.458,8,10,0.800,21,42,63,22,5,7,8,20,31,86,0.360,6,28,0.214,25,58,0.431,0.395,21,25,0.840,8,41,49,20,5,7,13,16,108.3,90.9,97.9,0.093,0.290,0.476,56.3,50.0,5.1,12.1,0.458,6.7,33.9,0.075,0.395,11.8,16.0,0.244
39,39,2022-01-08,,MIA,L,100,123,,30,79,0.380,14,34,0.412,16,45,0.356,0.468,26,29,0.897,6,29,35,24,10,1,16,14,44,88,0.500,22,44,0.500,22,44,0.500,0.625,13,15,0.867,11,38,49,33,9,1,16,18,101.8,125.2,98.3,0.367,0.430,0.545,41.7,80.0,10.2,2.3,0.468,14.8,13.6,0.329,0.625,14.5,27.5,0.148
40,40,2022-01-11,@,TOR,W,99,95,,35,74,0.473,11,32,0.344,24,42,0.571,0.547,18,22,0.818,10,29,39,25,10,2,20,23,36,89,0.404,8,37,0.216,28,52,0.538,0.449,15,25,0.600,22,25,47,15,11,3,16,20,109.1,104.7,90.7,0.297,0.432,0.592,45.3,71.4,11.0,3.8,0.547,19.3,28.6,0.243,0.449,13.8,43.1,0.169
41,41,2022-01-14,@,IND,W,112,94,,40,88,0.455,11,28,0.393,29,60,0.483,0.517,21,23,0.913,12,39,51,24,8,6,15,18,34,88,0.386,13,43,0.302,21,45,0.467,0.460,13,18,0.722,9,33,42,20,9,7,12,20,114.9,96.5,97.4,0.261,0.318,0.571,54.8,60.0,8.2,13.3,0.517,13.3,26.7,0.239,0.460,11.1,18.8,0.148
42,42,2022-01-16,@,DET,W,135,108,,51,87,0.586,11,27,0.407,40,60,0.667,0.649,22,30,0.733,11,40,51,30,4,7,15,26,38,82,0.463,9,25,0.360,29,57,0.509,0.518,23,34,0.676,5,27,32,25,6,2,11,20,132.2,105.8,102.1,0.345,0.310,0.674,61.4,58.8,3.9,12.3,0.649,13.0,28.9,0.253,0.518,10.2,11.1,0.280
43,43,2022-01-17,@,SAS,W,121,107,,49,95,0.516,9,32,0.281,40,63,0.635,0.563,14,20,0.700,12,33,45,29,9,5,5,18,41,92,0.446,9,30,0.300,32,62,0.516,0.495,16,22,0.727,13,34,47,21,3,2,12,16,125.7,111.1,96.3,0.211,0.337,0.583,48.9,59.2,9.3,8.1,0.563,4.6,26.1,0.147,0.495,10.6,28.3,0.174
44,44,2022-01-20,@,DAL,W,109,101,,39,86,0.453,8,36,0.222,31,50,0.620,0.500,23,25,0.920,5,35,40,25,13,1,7,21,37,85,0.435,11,37,0.297,26,48,0.542,0.500,16,20,0.800,10,40,50,19,1,3,19,22,110.1,102.0,99.0,0.291,0.419,0.562,44.4,64.1,13.1,2.1,0.500,6.7,11.1,0.267,0.500,16.8,22.2,0.188
45,45,2022-01-22,,IND,W,113,103,,47,96,0.490,7,25,0.280,40,71,0.563,0.526,12,14,0.857,14,37,51,34,11,8,11,19,37,84,0.440,10,29,0.345,27,55,0.491,0.500,19,27,0.704,12,32,44,19,5,5,18,18,114.6,104.5,98.6,0.146,0.260,0.553,53.7,72.3,11.2,14.5,0.526,9.7,30.4,0.125,0.500,15.8,24.5,0.226
46,46,2022-01-24,,UTA,W,115,109,,47,99,0.475,13,36,0.361,34,63,0.540,0.540,8,15,0.533,18,33,51,28,10,5,14,17,40,81,0.494,14,31,0.452,26,50,0.520,0.580,15,22,0.682,7,31,38,16,11,3,14,15,118.1,112.0,97.3,0.152,0.364,0.545,57.3,59.6,10.3,10.0,0.540,11.7,36.7,0.081,0.580,13.4,17.5,0.185
47,47,2022-01-26,@,UTA,W,105,97,,40,82,0.488,7,18,0.389,33,64,0.516,0.530,18,27,0.667,9,35,44,14,6,7,9,20,34,79,0.430,12,30,0.400,22,49,0.449,0.506,17,23,0.739,8,31,39,20,6,4,16,28,112.3,103.8,93.5,0.329,0.220,0.559,53.0,35.0,6.4,14.3,0.530,8.7,22.5,0.220,0.506,15.2,18.6,0.215
48,48,2022-01-28,,MIN,W,134,124,,43,84,0.512,20,39,0.513,23,45,0.511,0.631,28,37,0.757,10,39,49,36,4,2,12,22,44,90,0.489,14,39,0.359,30,51,0.588,0.567,22,27,0.815,8,30,38,20,7,6,7,26,134.5,124.5,99.6,0.440,0.464,0.668,56.3,83.7,4.0,3.9,0.631,10.7,25.0,0.333,0.567,6.4,17.0,0.244
49,49,2022-01-30,,SAS,W,115,110,,48,97,0.495,11,32,0.344,37,65,0.569,0.552,8,12,0.667,11,35,46,31,6,5,8,12,45,100,0.450,13,37,0.351,32,63,0.508,0.515,7,8,0.875,11,32,43,27,6,3,11,15,117.0,112.0,98.3,0.124,0.330,0.562,51.7,64.6,6.1,7.9,0.552,7.3,25.6,0.082,0.515,9.6,23.9,0.070
50,50,2022-02-01,,BRK,W,121,111,,42,76,0.553,11,31,0.355,31,45,0.689,0.625,26,31,0.839,7,30,37,26,8,4,16,19,40,81,0.494,16,40,0.400,24,41,0.585,0.593,15,21,0.714,6,27,33,25,7,1,12,27,126.7,116.2,95.5,0.408,0.408,0.675,52.9,61.9,8.4,9.8,0.625,15.1,20.6,0.342,0.593,11.7,16.7,0.185
51,51,2022-02-03,@,ATL,L,115,124,,46,88,0.523,9,32,0.281,37,56,0.661,0.574,14,18,0.778,6,33,39,30,11,2,11,20,44,84,0.524,20,40,0.500,24,44,0.545,0.643,16,22,0.727,6,35,41,25,6,1,15,21,114.5,123.5,100.4,0.205,0.364,0.599,48.8,65.2,11.0,4.5,0.574,10.3,14.6,0.159,0.643,13.8,15.4,0.190
52,52,2022-02-05,@,WAS,W,95,80,,40,99,0.404,8,31,0.258,32,68,0.471,0.444,7,14,0.500,20,44,64,26,6,7,10,16,30,85,0.353,5,24,0.208,25,61,0.410,0.382,15,19,0.789,8,34,42,14,8,4,9,17,103.4,87.1,91.9,0.141,0.313,0.452,60.4,65.0,6.5,11.5,0.444,8.7,37.0,0.071,0.382,8.8,15.4,0.176
53,53,2022-02-07,@,CHI,W,127,124,,49,90,0.544,12,32,0.375,37,58,0.638,0.611,17,19,0.895,10,34,44,31,5,5,11,23,43,90,0.478,10,26,0.385,33,64,0.516,0.533,28,31,0.903,11,29,40,18,7,2,9,18,129.3,126.2,98.2,0.211,0.356,0.646,52.4,63.3,5.1,7.8,0.611,10.1,25.6,0.189,0.533,8.0,24.4,0.311
54,54,2022-02-08,@,PHI,W,114,109,,43,95,0.453,6,26,0.231,37,69,0.536,0.484,22,24,0.917,11,37,48,27,7,5,8,15,41,89,0.461,10,32,0.313,31,57,0.544,0.517,17,18,0.944,6,38,44,24,7,4,15,22,111.7,106.8,102.1,0.253,0.274,0.540,52.2,62.8,6.9,8.8,0.484,7.0,22.4,0.232,0.517,13.4,14.0,0.191
55,55,2022-02-10,,MIL,W,131,107,,51,90,0.567,9,30,0.300,42,60,0.700,0.617,20,29,0.690,9,34,43,35,10,2,8,22,40,88,0.455,10,38,0.263,30,50,0.600,0.511,17,25,0.680,11,28,39,18,6,4,14,22,131.7,107.6,99.4,0.322,0.333,0.637,52.4,68.6,10.1,4.0,0.617,7.2,24.3,0.222,0.511,12.4,24.4,0.193
56,56,2022-02-12,,ORL,W,132,105,,55,105,0.524,15,34,0.441,40,71,0.563,0.595,7,10,0.700,7,45,52,40,8,2,7,19,37,87,0.425,15,41,0.366,22,46,0.478,0.511,16,24,0.667,4,40,44,25,2,2,15,9,122.6,97.6,107.6,0.095,0.324,0.603,54.2,72.7,7.4,4.3,0.595,6.0,14.9,0.067,0.511,13.3,8.2,0.184
57,57,2022-02-15,,LAC,W,103,96,,44,90,0.489,8,25,0.320,36,65,0.554,0.533,7,10,0.700,12,40,52,30,9,4,17,12,40,97,0.412,10,35,0.286,30,62,0.484,0.464,6,9,0.667,13,33,46,26,11,9,14,12,104.3,97.2,98.8,0.111,0.278,0.546,53.1,68.2,9.1,6.5,0.533,15.3,26.7,0.078,0.464,12.2,24.5,0.062
58,58,2022-02-16,,HOU,W,124,121,,44,86,0.512,7,24,0.292,37,62,0.597,0.552,29,36,0.806,7,35,42,27,10,7,11,20,42,97,0.433,13,44,0.295,29,53,0.547,0.500,24,28,0.857,13,36,49,23,5,5,16,27,116.8,114.0,106.2,0.419,0.279,0.609,46.2,61.4,9.4,13.2,0.552,9.7,16.3,0.337,0.500,12.8,27.1,0.247
59,59,2022-02-24,@,OKC,W,124,104,,46,86,0.535,13,34,0.382,33,52,0.635,0.610,19,21,0.905,3,40,43,32,14,6,16,12,44,93,0.473,6,31,0.194,38,62,0.613,0.505,10,11,0.909,7,35,42,22,10,4,16,19,116.6,97.8,106.3,0.244,0.395,0.651,50.6,69.6,13.2,9.7,0.610,14.4,7.9,0.221,0.505,14.1,14.9,0.108
60,60,2022-02-25,,NOP,L,102,117,,36,82,0.439,12,40,0.300,24,42,0.571,0.512,18,24,0.750,7,30,37,23,6,8,14,27,38,87,0.437,8,29,0.276,30,58,0.517,0.483,33,41,0.805,16,37,53,21,10,4,11,18,105.2,120.7,97.0,0.293,0.488,0.551,41.1,63.9,6.2,13.8,0.512,13.1,15.9,0.220,0.483,9.5,34.8,0.379
61,61,2022-02-27,,UTA,L,114,118,,44,86,0.512,13,28,0.464,31,58,0.534,0.587,13,16,0.813,10,26,36,24,7,5,9,19,44,94,0.468,17,40,0.425,27,54,0.500,0.559,13,20,0.650,14,27,41,23,7,6,10,16,124.9,129.3,91.3,0.186,0.326,0.613,46.8,54.5,7.7,9.3,0.587,8.8,27.0,0.151,0.559,8.9,35.0,0.138
62,62,2022-03-02,,POR,W,120,90,,40,80,0.500,14,36,0.389,26,44,0.591,0.588,26,31,0.839,7,39,46,32,14,6,16,21,30,78,0.385,11,31,0.355,19,47,0.404,0.455,19,25,0.760,5,30,35,22,10,2,19,23,119.1,89.3,100.7,0.388,0.450,0.641,56.8,80.0,13.9,12.8,0.588,14.6,18.9,0.325,0.455,17.6,11.4,0.244
63,63,2022-03-04,,NYK,W,115,114,,38,85,0.447,17,34,0.500,21,51,0.412,0.547,22,27,0.815,3,30,33,28,7,3,10,22,40,86,0.465,13,29,0.448,27,57,0.474,0.541,21,30,0.700,12,37,49,23,7,5,14,22,115.0,114.0,100.0,0.318,0.400,0.594,40.2,73.7,7.0,5.3,0.547,9.4,7.5,0.259,0.541,12.4,28.6,0.244
64,64,2022-03-06,@,MIL,L,122,132,,50,93,0.538,14,31,0.452,36,62,0.581,0.613,8,11,0.727,6,21,27,33,8,4,11,20,47,87,0.540,15,32,0.469,32,55,0.582,0.626,23,29,0.793,14,34,48,31,9,6,15,19,123.2,133.3,99.0,0.118,0.333,0.623,36.0,66.0,8.1,7.3,0.613,10.1,15.0,0.086,0.626,13.1,40.0,0.264
65,65,2022-03-08,@,ORL,W,102,99,,35,92,0.380,13,37,0.351,22,55,0.400,0.451,19,23,0.826,7,45,52,24,7,6,10,20,35,92,0.380,7,39,0.179,28,53,0.528,0.418,22,25,0.880,8,45,53,17,6,2,12,20,98.2,95.3,103.9,0.250,0.402,0.499,49.5,68.6,6.7,11.3,0.451,8.9,13.5,0.207,0.418,10.4,15.1,0.239
66,66,2022-03-09,@,MIA,W,111,90,,45,99,0.455,11,37,0.297,34,62,0.548,0.510,10,10,1.000,14,41,55,26,8,5,15,18,35,88,0.398,10,33,0.303,25,55,0.455,0.455,10,13,0.769,6,32,38,27,8,5,15,9,110.2,89.4,100.7,0.101,0.374,0.537,59.1,57.8,7.9,9.1,0.510,12.7,30.4,0.101,0.455,13.8,12.8,0.114
67,67,2022-03-11,,TOR,L,112,117,,44,88,0.500,11,36,0.306,33,52,0.635,0.563,13,17,0.765,5,35,40,27,7,8,16,23,42,94,0.447,14,32,0.438,28,62,0.452,0.521,19,21,0.905,12,36,48,19,11,4,17,19,106.5,111.3,105.1,0.193,0.409,0.587,45.5,61.4,6.7,12.9,0.563,14.4,12.2,0.148,0.521,14.1,25.5,0.202
68,68,2022-03-13,,LAL,W,140,111,,58,102,0.569,12,33,0.364,46,69,0.667,0.627,12,14,0.857,14,37,51,36,12,5,11,24,36,81,0.444,16,40,0.400,20,41,0.488,0.543,23,31,0.742,7,30,37,24,4,2,19,14,134.4,106.5,104.2,0.137,0.324,0.647,58.0,62.1,11.5,12.2,0.627,9.2,31.8,0.118,0.543,16.7,15.9,0.284
