Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_Opp,FGA_Opp,FG%_Opp,3P_Opp,3PA_Opp,3P%_Opp,2P_Opp,2PA_Opp,2P%_Opp,eFG%_Opp,FT_Opp,FTA_Opp,FT%_Opp,ORB_Opp,DRB_Opp,TRB_Opp,AST_Opp,STL_Opp,BLK_Opp,TOV_Opp,PF_Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
69,69,2022-03-15,@,NOP,W,131,115,,49,90,0.544,18,34,0.529,31,56,0.554,0.644,15,15,1.000,6,28,34,35,9,2,9,22,43,86,0.500,12,34,0.353,31,52,0.596,0.570,17,24,0.708,13,32,45,29,7,4,17,19,133.6,117.3,98.0,0.167,0.378,0.678,43.0,71.4,9.2,3.8,0.644,8.5,15.8,0.167,0.570,15.0,31.7,0.198
70,70,2022-03-16,@,HOU,W,129,112,,53,95,0.558,13,33,0.394,40,62,0.645,0.626,10,13,0.769,13,36,49,32,5,4,11,18,42,85,0.494,16,39,0.410,26,46,0.565,0.588,12,19,0.632,9,24,33,26,9,3,12,13,135.2,117.4,95.4,0.137,0.347,0.640,59.8,60.4,5.2,8.7,0.626,9.8,35.1,0.105,0.588,11.4,20.0,0.141
71,71,2022-03-18,,CHI,W,129,102,,47,84,0.560,11,25,0.440,36,59,0.610,0.625,24,26,0.923,10,39,49,23,5,4,13,20,35,85,0.412,7,27,0.259,28,58,0.483,0.453,25,31,0.806,13,24,37,20,6,0,11,18,135.2,106.9,95.4,0.310,0.298,0.676,57.0,48.9,5.2,6.9,0.625,12.0,29.4,0.286,0.453,10.0,25.0,0.294
72,72,2022-03-20,@,SAC,W,127,124,OT,46,92,0.500,12,28,0.429,34,64,0.531,0.565,23,27,0.852,10,40,50,25,12,5,18,30,39,91,0.429,16,34,0.471,23,57,0.404,0.516,30,36,0.833,9,33,42,27,12,2,15,21,115.7,113.0,99.4,0.293,0.304,0.611,54.3,54.3,10.9,8.8,0.565,14.8,23.3,0.250,0.516,12.3,18.4,0.330
73,73,2022-03-23,@,MIN,W,125,116,,45,86,0.523,12,33,0.364,33,53,0.623,0.593,23,29,0.793,11,32,43,30,6,9,13,20,42,95,0.442,13,43,0.302,29,52,0.558,0.511,19,22,0.864,15,30,45,27,5,5,12,21,127.2,118.0,98.3,0.337,0.384,0.633,48.9,66.7,6.1,17.3,0.593,11.6,26.8,0.267,0.511,10.3,31.9,0.200
74,74,2022-03-24,@,DEN,W,140,130,,52,86,0.605,13,27,0.481,39,59,0.661,0.680,23,29,0.793,5,24,29,32,7,3,9,23,48,81,0.593,15,32,0.469,33,49,0.673,0.685,19,27,0.704,10,27,37,27,5,2,17,22,140.5,130.4,99.7,0.337,0.314,0.709,43.9,61.5,7.0,6.1,0.680,8.4,15.6,0.267,0.685,15.5,29.4,0.235
75,75,2022-03-27,,PHI,W,114,104,,45,87,0.517,13,27,0.481,32,60,0.533,0.592,11,17,0.647,5,35,40,24,5,5,13,21,37,89,0.416,10,36,0.278,27,53,0.509,0.472,20,26,0.769,12,33,45,22,6,4,12,19,115.1,105.0,99.0,0.195,0.310,0.603,47.1,53.3,5.0,9.4,0.592,12.1,13.2,0.126,0.472,10.7,25.5,0.225
76,76,2022-03-30,@,GSW,W,107,103,,38,92,0.413,7,28,0.250,31,64,0.484,0.451,24,30,0.800,12,34,46,20,9,1,14,19,35,83,0.422,13,38,0.342,22,45,0.489,0.500,20,25,0.800,10,38,48,26,7,4,21,24,103.7,99.8,103.2,0.326,0.304,0.509,48.9,52.6,8.7,2.2,0.451,11.7,24.0,0.261,0.500,18.3,22.7,0.241
77,77,2022-04-01,@,MEM,L,114,122,,47,86,0.547,10,27,0.370,37,59,0.627,0.605,10,17,0.588,2,37,39,27,8,4,20,25,46,102,0.451,7,24,0.292,39,78,0.500,0.485,23,28,0.821,16,32,48,30,7,2,11,18,105.3,112.7,108.2,0.198,0.314,0.610,44.8,57.4,7.4,5.1,0.605,17.6,5.9,0.116,0.485,8.8,30.2,0.225
78,78,2022-04-03,@,OKC,L,96,117,,37,89,0.416,7,38,0.184,30,51,0.588,0.455,15,17,0.882,6,27,33,22,14,4,11,17,43,87,0.494,17,41,0.415,26,46,0.565,0.592,14,18,0.778,12,42,54,33,7,4,18,18,97.2,118.4,98.8,0.191,0.427,0.498,37.9,59.5,14.2,8.7,0.455,10.2,12.5,0.169,0.592,15.9,30.8,0.161
79,79,2022-04-05,,LAL,W,121,110,,50,102,0.490,14,39,0.359,36,63,0.571,0.559,7,9,0.778,11,42,53,38,10,4,14,22,39,86,0.453,9,29,0.310,30,57,0.526,0.506,23,30,0.767,7,39,46,22,7,3,16,14,113.0,102.7,107.1,0.088,0.382,0.571,53.5,76.0,9.3,7.0,0.559,11.7,22.0,0.069,0.506,13.9,14.3,0.267
80,80,2022-04-06,@,LAC,L,109,113,,42,108,0.389,17,48,0.354,25,60,0.417,0.468,8,12,0.667,18,36,54,29,11,2,12,26,33,75,0.440,12,34,0.353,21,41,0.512,0.520,35,44,0.795,9,46,55,20,7,9,17,17,106.1,109.9,102.8,0.111,0.444,0.481,49.5,69.0,10.7,4.9,0.468,9.6,28.1,0.074,0.520,15.3,20.0,0.467
81,81,2022-04-08,@,UTA,W,111,105,,46,92,0.500,6,19,0.316,40,73,0.548,0.533,13,15,0.867,11,35,46,27,7,3,13,25,35,88,0.398,11,38,0.289,24,50,0.480,0.460,24,33,0.727,15,29,44,20,8,4,11,18,115.2,109.0,96.3,0.163,0.207,0.563,51.1,58.7,7.3,6.0,0.533,11.6,27.5,0.141,0.460,9.7,30.0,0.273
82,82,2022-04-10,,SAC,L,109,116,,42,103,0.408,14,47,0.298,28,56,0.500,0.476,11,15,0.733,18,32,50,27,9,7,11,25,40,76,0.526,14,26,0.538,26,50,0.520,0.618,22,30,0.733,2,38,40,26,9,7,15,18,109.1,116.1,99.9,0.146,0.456,0.497,55.6,64.3,9.0,14.0,0.476,9.1,32.1,0.107,0.618,14.4,5.9,0.289
1,1,2022-10-19,,DAL,W,107,105,,40,85,0.471,8,22,0.364,32,63,0.508,0.518,19,22,0.864,8,32,40,25,4,5,12,29,35,75,0.467,14,35,0.400,21,40,0.525,0.560,21,34,0.618,5,35,40,17,6,4,12,22,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
2,2,2022-10-21,@,POR,L,111,113,OT,43,94,0.457,10,27,0.370,33,67,0.493,0.511,15,21,0.714,9,32,41,31,14,1,17,29,36,82,0.439,10,29,0.345,26,53,0.491,0.500,31,36,0.861,13,35,48,14,8,5,21,19,111.7,109.6,95.8,0.259,0.259,0.565,50.0,62.5,4.2,12.5,0.518,11.2,18.6,0.224,0.560,11.8,13.5,0.280
3,3,2022-10-23,@,LAC,W,112,95,,43,93,0.462,15,42,0.357,28,51,0.549,0.543,11,12,0.917,13,36,49,29,5,3,13,18,36,82,0.439,9,32,0.281,27,50,0.540,0.494,14,20,0.700,9,34,43,16,10,0,15,18,105.0,106.9,95.7,0.223,0.287,0.538,46.1,72.1,13.2,1.9,0.511,14.1,20.5,0.160,0.500,17.7,28.9,0.378
4,4,2022-10-25,,GSW,W,134,105,,47,92,0.511,12,29,0.414,35,63,0.556,0.576,28,34,0.824,14,34,48,31,8,4,14,19,41,91,0.451,10,35,0.286,31,56,0.554,0.505,13,17,0.765,10,30,40,28,7,7,16,28,117.2,99.4,95.6,0.129,0.452,0.570,53.3,67.4,5.2,6.0,0.543,11.7,27.7,0.118,0.494,14.2,20.0,0.171
5,5,2022-10-28,,NOP,W,124,111,,48,92,0.522,10,33,0.303,38,59,0.644,0.576,18,20,0.900,14,33,47,33,7,7,12,18,38,86,0.442,15,37,0.405,23,49,0.469,0.529,20,22,0.909,9,24,33,25,10,1,14,21,130.1,102.0,103.0,0.370,0.315,0.626,54.5,66.0,7.8,7.1,0.576,11.6,31.8,0.304,0.505,14.0,22.7,0.143
6,6,2022-10-30,,HOU,W,124,109,,45,84,0.536,12,40,0.300,33,44,0.750,0.607,22,30,0.733,10,26,36,29,9,8,12,22,38,87,0.437,11,34,0.324,27,53,0.509,0.500,22,26,0.846,17,32,49,18,7,1,15,25,128.9,115.4,96.2,0.217,0.359,0.615,58.8,68.8,7.3,14.3,0.576,10.6,36.8,0.196,0.529,12.8,21.4,0.233
7,7,2022-11-01,,MIN,W,116,107,,41,89,0.461,17,43,0.395,24,46,0.522,0.556,17,22,0.773,7,27,34,31,9,8,11,20,37,87,0.425,13,34,0.382,24,53,0.453,0.500,20,24,0.833,10,32,42,24,5,4,18,24,130.7,114.9,94.9,0.357,0.476,0.638,42.4,64.4,9.5,15.1,0.607,11.0,23.8,0.262,0.500,13.2,39.5,0.253
8,8,2022-11-04,,POR,L,106,108,,36,83,0.434,14,34,0.412,22,49,0.449,0.518,20,21,0.952,13,26,39,26,8,4,17,22,43,85,0.506,10,23,0.435,33,62,0.532,0.565,12,15,0.800,11,31,42,30,6,3,18,24,116.2,107.1,99.9,0.247,0.483,0.588,44.7,75.6,9.0,15.1,0.556,10.0,17.9,0.191,0.500,15.6,27.0,0.230
9,9,2022-11-05,,POR,W,102,82,,35,82,0.427,11,30,0.367,24,52,0.462,0.494,21,28,0.750,11,33,44,22,7,14,14,22,30,79,0.380,7,15,0.467,23,64,0.359,0.424,15,24,0.625,8,32,40,22,5,7,18,26,112.1,114.2,94.6,0.253,0.410,0.575,48.1,72.2,8.5,6.5,0.518,15.6,29.5,0.241,0.565,16.4,29.7,0.141
10,10,2022-11-07,@,PHI,L,88,100,,32,73,0.438,6,19,0.316,26,54,0.481,0.479,18,22,0.818,6,31,37,19,8,5,15,24,31,80,0.388,12,32,0.375,19,48,0.396,0.463,26,31,0.839,15,33,48,22,5,6,16,17,107.0,86.0,95.4,0.341,0.366,0.541,52.4,62.9,7.3,21.9,0.494,12.9,25.6,0.256,0.424,16.7,19.5,0.190
11,11,2022-11-09,@,MIN,W,129,117,,47,97,0.485,16,35,0.457,31,62,0.500,0.567,19,20,0.950,10,26,36,31,10,3,11,21,41,78,0.526,9,27,0.333,32,51,0.627,0.583,26,32,0.813,8,30,38,26,4,6,19,22,97.0,110.3,90.7,0.301,0.260,0.532,43.5,59.4,8.8,10.4,0.479,15.4,15.4,0.247,0.463,14.6,32.6,0.325
12,12,2022-11-11,@,ORL,L,97,114,,38,95,0.400,13,42,0.310,25,53,0.472,0.468,8,9,0.889,11,27,38,22,7,4,11,14,43,82,0.524,15,33,0.455,28,49,0.571,0.616,13,15,0.867,9,41,50,23,2,4,15,11,127.0,115.2,101.6,0.206,0.361,0.610,48.6,66.0,9.8,5.9,0.567,9.4,25.0,0.196,0.583,17.1,23.5,0.333
13,13,2022-11-14,@,MIA,L,112,113,,48,99,0.485,14,36,0.389,34,63,0.540,0.556,2,4,0.500,20,25,45,22,9,4,14,22,38,83,0.458,15,33,0.455,23,50,0.460,0.548,22,25,0.880,17,25,42,23,6,4,15,10,102.5,120.5,94.6,0.095,0.442,0.490,43.2,57.9,7.4,8.2,0.468,10.0,21.2,0.084,0.616,14.5,25.0,0.159
14,14,2022-11-16,,GSW,W,130,119,,44,86,0.512,21,40,0.525,23,46,0.500,0.634,21,25,0.840,8,39,47,33,5,8,16,22,42,92,0.457,18,42,0.429,24,50,0.480,0.554,17,17,1.000,6,34,40,30,5,3,17,23,125.2,126.4,89.4,0.040,0.364,0.556,51.7,45.8,10.1,8.0,0.556,12.2,44.4,0.020,0.548,13.8,40.5,0.265
15,15,2022-11-18,@,UTA,L,133,134,,49,94,0.521,9,30,0.300,40,64,0.625,0.569,26,28,0.929,12,30,42,29,7,6,14,25,51,91,0.560,16,31,0.516,35,60,0.583,0.648,16,24,0.667,11,25,36,32,6,3,17,28,122.6,112.2,106.1,0.291,0.465,0.670,54.0,75.0,4.7,16.0,0.634,14.2,19.0,0.244,0.554,14.6,13.3,0.185
16,16,2022-11-20,,NYK,W,116,95,,43,101,0.426,17,39,0.436,26,62,0.419,0.510,13,18,0.722,22,38,60,35,3,8,13,22,34,85,0.400,7,25,0.280,27,60,0.450,0.441,20,25,0.800,10,29,39,20,4,7,11,15,126.8,127.8,104.9,0.298,0.319,0.625,53.8,59.2,6.7,10.0,0.569,11.6,32.4,0.277,0.648,14.3,26.8,0.176
17,17,2022-11-22,,LAL,W,115,105,,48,102,0.471,16,34,0.471,32,68,0.471,0.549,3,5,0.600,8,41,49,23,8,7,15,22,36,85,0.424,4,22,0.182,32,63,0.508,0.447,29,35,0.829,7,38,45,19,8,7,17,12,122.7,100.5,94.5,0.178,0.386,0.533,60.6,81.4,3.2,13.3,0.510,10.7,43.1,0.129,0.441,10.3,20.8,0.235
18,18,2022-11-25,,DET,W,108,102,,42,87,0.483,7,29,0.241,35,58,0.603,0.523,17,26,0.654,11,32,43,25,7,7,13,18,39,92,0.424,9,26,0.346,30,66,0.455,0.473,15,16,0.938,19,30,49,21,6,3,19,22,105.8,96.6,108.7,0.049,0.333,0.552,52.1,47.9,7.4,11.1,0.549,12.6,17.4,0.029,0.447,14.5,14.6,0.341
19,19,2022-11-26,,UTA,W,113,112,,42,92,0.457,6,22,0.273,36,70,0.514,0.489,23,30,0.767,18,30,48,23,8,6,6,20,40,79,0.506,13,32,0.406,27,47,0.574,0.589,19,25,0.760,8,32,40,20,5,2,12,19,111.5,105.3,96.9,0.299,0.333,0.549,46.7,59.5,7.2,10.6,0.523,11.7,26.8,0.195,0.473,16.1,37.3,0.163
20,20,2022-11-28,@,SAC,W,122,117,,50,94,0.532,10,32,0.313,40,62,0.645,0.585,12,14,0.857,11,34,45,26,9,7,17,20,46,88,0.523,9,25,0.360,37,63,0.587,0.574,16,18,0.889,8,29,37,32,9,7,16,15,123.5,122.4,91.5,0.326,0.239,0.537,54.5,54.8,8.7,12.8,0.489,5.4,36.0,0.250,0.589,11.8,21.1,0.241
21,21,2022-11-30,,CHI,W,132,113,,49,93,0.527,15,33,0.455,34,60,0.567,0.608,19,21,0.905,10,36,46,22,3,5,14,28,41,82,0.500,4,25,0.160,37,57,0.649,0.524,27,33,0.818,5,30,35,21,5,6,12,19,118.3,113.4,103.1,0.149,0.340,0.609,54.9,52.0,8.7,11.1,0.585,14.5,27.5,0.128,0.574,14.3,19.0,0.182
22,22,2022-12-02,,HOU,L,121,122,,45,85,0.529,17,37,0.459,28,48,0.583,0.629,14,19,0.737,9,28,37,30,9,5,18,28,40,81,0.494,8,24,0.333,32,57,0.561,0.543,34,43,0.791,13,28,41,19,12,2,17,22,128.5,110.0,102.7,0.226,0.355,0.646,56.8,44.9,2.9,8.8,0.608,12.0,25.0,0.204,0.524,11.1,12.2,0.329
23,23,2022-12-04,@,SAS,W,133,95,,49,94,0.521,19,37,0.514,30,57,0.526,0.622,16,20,0.800,14,31,45,38,5,0,11,18,38,87,0.437,6,31,0.194,32,56,0.571,0.471,13,18,0.722,12,28,40,19,5,3,19,24,120.1,121.1,100.7,0.224,0.435,0.648,47.4,66.7,8.9,8.8,0.629,16.2,24.3,0.165,0.543,14.5,31.7,0.420
24,24,2022-12-05,@,DAL,L,111,130,,40,91,0.440,13,37,0.351,27,54,0.500,0.511,18,26,0.692,13,28,41,28,5,5,13,16,44,84,0.524,20,41,0.488,24,43,0.558,0.643,22,26,0.846,10,31,41,23,7,6,13,23,136.0,97.2,97.8,0.213,0.394,0.647,52.9,77.6,5.1,0.0,0.622,9.7,33.3,0.170,0.471,16.7,27.9,0.149
25,25,2022-12-07,,BOS,L,98,125,,37,93,0.398,8,32,0.250,29,61,0.475,0.441,16,19,0.842,13,36,49,19,5,4,18,17,49,101,0.485,16,45,0.356,33,56,0.589,0.564,11,13,0.846,11,42,53,29,14,3,13,20,114.2,133.7,97.2,0.286,0.407,0.542,50.0,70.0,5.1,11.6,0.511,11.3,29.5,0.198,0.643,12.0,26.3,0.262
26,26,2022-12-09,@,NOP,L,117,128,,43,86,0.500,22,44,0.500,21,42,0.500,0.628,9,13,0.692,8,29,37,30,6,3,17,25,46,90,0.511,8,27,0.296,38,63,0.603,0.556,28,35,0.800,13,31,44,27,10,1,11,15,93.1,118.7,105.3,0.204,0.344,0.483,48.0,51.4,4.7,7.1,0.441,15.1,23.6,0.172,0.564,10.9,23.4,0.109
27,27,2022-12-11,@,NOP,L,124,129,OT,49,105,0.467,13,38,0.342,36,67,0.537,0.529,13,17,0.765,19,23,42,34,7,5,15,24,50,86,0.581,8,25,0.320,42,61,0.689,0.628,21,28,0.750,7,36,43,31,10,3,17,26,117.5,128.5,99.6,0.151,0.512,0.638,45.7,69.8,6.0,4.8,0.628,15.6,20.5,0.105,0.556,9.5,31.0,0.311
28,28,2022-12-13,@,HOU,L,97,111,,33,103,0.320,13,51,0.255,20,52,0.385,0.383,18,19,0.947,18,26,44,22,13,7,10,24,34,81,0.420,12,35,0.343,22,46,0.478,0.494,31,34,0.912,17,50,67,16,6,9,23,21,117.4,122.1,95.7,0.162,0.362,0.551,49.4,69.4,6.6,8.2,0.529,11.8,34.5,0.124,0.628,14.7,23.3,0.244
29,29,2022-12-15,@,LAC,W,111,95,,44,95,0.463,9,32,0.281,35,63,0.556,0.511,14,18,0.778,15,38,53,27,8,8,9,18,34,90,0.378,12,33,0.364,22,57,0.386,0.444,15,21,0.714,21,31,52,21,4,3,18,18,97.7,111.8,99.2,0.184,0.495,0.436,39.6,66.7,13.1,15.2,0.383,8.2,26.5,0.175,0.494,19.3,39.5,0.383
30,30,2022-12-17,,NOP,W,118,114,,39,83,0.470,15,41,0.366,24,42,0.571,0.560,25,35,0.714,10,25,35,23,6,3,8,13,45,77,0.584,14,30,0.467,31,47,0.660,0.675,10,13,0.769,4,32,36,27,2,5,17,27,117.8,100.8,94.2,0.189,0.337,0.539,50.5,61.4,8.5,14.0,0.511,8.0,32.6,0.147,0.444,15.4,35.6,0.167
31,31,2022-12-19,,LAL,W,130,104,,46,93,0.495,20,39,0.513,26,54,0.481,0.602,18,24,0.750,15,36,51,21,10,5,9,16,39,87,0.448,12,28,0.429,27,59,0.458,0.517,14,17,0.824,10,28,38,13,5,5,15,16,125.4,121.1,94.1,0.422,0.494,0.600,49.3,59.0,6.4,6.4,0.560,7.5,23.8,0.301,0.675,17.0,13.8,0.130
32,32,2022-12-20,,WAS,L,110,113,,41,89,0.461,13,32,0.406,28,57,0.491,0.534,15,19,0.789,15,29,44,26,2,1,14,23,38,80,0.475,11,27,0.407,27,53,0.509,0.544,26,37,0.703,9,32,41,22,9,4,10,14,135.6,108.5,95.8,0.258,0.419,0.628,57.3,45.7,10.4,8.5,0.602,8.0,34.9,0.194,0.517,13.7,21.7,0.161
33,33,2022-12-23,,MEM,L,100,125,,38,87,0.437,9,35,0.257,29,52,0.558,0.489,15,26,0.577,11,24,35,23,6,5,15,26,45,91,0.495,7,23,0.304,38,68,0.559,0.533,28,38,0.737,19,34,53,30,11,5,12,22,116.8,120.0,94.2,0.213,0.360,0.565,51.8,63.4,2.1,1.9,0.534,12.6,31.9,0.169,0.544,9.4,23.7,0.325
34,34,2022-12-25,@,DEN,L,125,128,OT,45,94,0.479,17,35,0.486,28,59,0.475,0.569,18,26,0.692,12,34,46,32,7,9,14,30,45,94,0.479,13,36,0.361,32,58,0.552,0.548,25,34,0.735,12,36,48,29,8,4,13,23,102.0,127.5,98.0,0.299,0.402,0.508,39.8,60.5,6.1,7.4,0.489,13.2,24.4,0.172,0.533,10.0,44.2,0.308
35,35,2022-12-27,@,MEM,W,125,108,,43,87,0.494,17,31,0.548,26,56,0.464,0.592,22,25,0.880,15,32,47,26,7,9,22,23,36,91,0.396,8,30,0.267,28,61,0.459,0.440,28,34,0.824,15,25,40,18,9,6,15,23,117.8,120.6,96.1,0.277,0.372,0.593,48.9,71.1,6.6,15.5,0.569,11.7,25.0,0.191,0.548,10.7,26.1,0.266
36,36,2022-12-28,@,WAS,L,102,127,,39,87,0.448,13,31,0.419,26,56,0.464,0.523,11,16,0.688,11,19,30,25,7,4,11,21,47,82,0.573,8,26,0.308,39,56,0.696,0.622,25,28,0.893,12,34,46,27,7,6,13,15,123.7,106.8,101.1,0.287,0.356,0.638,54.0,60.5,6.9,14.8,0.592,18.3,37.5,0.253,0.440,12.4,31.9,0.308
37,37,2022-12-30,@,TOR,L,104,113,,35,71,0.493,14,30,0.467,21,41,0.512,0.592,20,23,0.870,9,33,42,26,7,1,27,17,40,81,0.494,11,33,0.333,29,48,0.604,0.562,22,26,0.846,8,23,31,20,15,3,12,22,111.1,138.4,91.8,0.184,0.356,0.542,39.5,64.1,7.6,7.1,0.523,10.5,24.4,0.126,0.622,12.1,38.7,0.305
38,38,2023-01-02,@,NYK,L,83,102,,34,87,0.391,10,37,0.270,24,50,0.480,0.448,5,7,0.714,5,31,36,22,4,0,8,17,36,74,0.486,13,33,0.394,23,41,0.561,0.574,17,25,0.680,5,40,45,26,1,2,8,13,108.8,118.2,95.6,0.324,0.423,0.641,57.5,74.3,7.3,2.1,0.592,25.0,28.1,0.282,0.562,11.5,19.5,0.272
39,39,2023-01-04,@,CLE,L,88,90,,32,81,0.395,10,28,0.357,22,53,0.415,0.457,14,18,0.778,8,41,49,24,8,3,15,19,30,77,0.390,11,36,0.306,19,41,0.463,0.461,19,23,0.826,7,39,46,15,9,4,15,17,93.3,114.7,88.9,0.080,0.425,0.461,44.4,64.7,4.5,0.0,0.448,8.2,11.1,0.057,0.574,8.6,13.9,0.230
40,40,2023-01-06,,MIA,L,96,104,,34,82,0.415,6,23,0.261,28,59,0.475,0.451,22,25,0.880,8,36,44,22,5,2,14,20,33,78,0.423,12,38,0.316,21,40,0.525,0.500,26,31,0.839,5,32,37,19,10,3,13,14,93.5,95.7,94.1,0.222,0.346,0.495,51.6,75.0,8.5,7.3,0.457,14.4,17.0,0.173,0.461,14.7,14.6,0.247
41,41,2023-01-08,,CLE,L,98,112,,37,84,0.440,14,26,0.538,23,58,0.397,0.524,10,11,0.909,6,30,36,22,7,2,16,14,45,78,0.577,11,29,0.379,34,49,0.694,0.647,11,17,0.647,3,36,39,29,8,5,14,12,99.4,107.6,96.6,0.305,0.280,0.516,54.3,64.7,5.2,5.0,0.451,13.1,20.0,0.268,0.500,12.4,12.2,0.333
42,42,2023-01-10,@,GSW,W,125,113,,41,90,0.456,14,31,0.452,27,59,0.458,0.533,29,31,0.935,19,38,57,26,5,7,22,22,37,96,0.385,18,48,0.375,19,48,0.396,0.479,21,27,0.778,16,29,45,24,13,2,17,26,101.7,116.2,96.4,0.131,0.310,0.552,48.0,59.5,7.3,4.1,0.524,15.3,14.3,0.119,0.647,14.1,9.1,0.141
43,43,2023-01-11,@,DEN,L,97,126,,39,90,0.433,9,32,0.281,30,58,0.517,0.483,10,14,0.714,15,29,44,28,4,2,20,17,48,85,0.565,15,34,0.441,33,51,0.647,0.653,15,21,0.714,7,31,38,30,9,4,11,20,119.8,108.3,104.4,0.344,0.344,0.603,55.9,63.4,4.8,14.6,0.533,17.5,39.6,0.322,0.479,13.6,29.6,0.219
44,44,2023-01-13,@,MIN,L,116,121,,41,86,0.477,14,23,0.609,27,63,0.429,0.558,20,24,0.833,9,34,43,28,10,3,19,20,47,90,0.522,10,28,0.357,37,62,0.597,0.578,17,20,0.850,4,33,37,24,13,3,15,22,99.7,129.6,97.3,0.156,0.356,0.504,53.7,71.8,4.1,3.9,0.483,17.2,32.6,0.111,0.653,10.5,19.4,0.176
45,45,2023-01-16,@,MEM,L,106,136,,39,89,0.438,10,33,0.303,29,56,0.518,0.494,18,19,0.947,9,28,37,33,4,4,15,22,52,98,0.531,16,37,0.432,36,61,0.590,0.612,16,20,0.800,13,38,51,29,8,6,11,19,109.2,113.9,106.2,0.279,0.267,0.601,53.8,68.3,9.4,4.8,0.558,16.4,21.4,0.233,0.578,13.2,10.5,0.189
46,46,2023-01-19,,BRK,W,117,112,,39,85,0.459,11,28,0.393,28,57,0.491,0.524,28,41,0.683,12,37,49,30,4,3,16,23,43,82,0.524,11,26,0.423,32,56,0.571,0.591,15,25,0.600,2,32,34,27,10,6,13,34,104.6,134.2,101.4,0.213,0.371,0.544,42.0,84.6,3.9,6.6,0.494,13.3,19.1,0.202,0.612,9.3,31.7,0.163
47,47,2023-01-21,,IND,W,112,107,,38,91,0.418,12,31,0.387,26,60,0.433,0.484,24,35,0.686,14,41,55,27,9,8,15,20,36,96,0.375,13,37,0.351,23,59,0.390,0.443,22,26,0.846,11,37,48,22,10,4,15,29,113.1,108.3,103.4,0.482,0.329,0.568,59.0,76.9,3.9,5.4,0.524,13.4,27.3,0.329,0.591,12.3,5.1,0.183
48,48,2023-01-22,,MEM,W,112,110,,39,88,0.443,13,35,0.371,26,53,0.491,0.517,21,25,0.840,6,34,40,25,10,5,17,26,40,92,0.435,11,32,0.344,29,60,0.483,0.495,19,27,0.704,15,37,52,28,8,4,20,22,105.5,100.8,106.1,0.385,0.341,0.526,53.4,71.1,8.5,13.6,0.484,12.4,27.5,0.264,0.443,12.3,21.2,0.229
49,49,2023-01-24,,CHO,W,128,97,,47,94,0.500,22,39,0.564,25,55,0.455,0.617,12,13,0.923,15,40,55,38,3,10,18,21,39,96,0.406,6,25,0.240,33,71,0.465,0.438,13,18,0.722,10,30,40,19,10,5,14,21,104.9,103.1,106.7,0.284,0.398,0.566,43.5,64.1,9.4,8.3,0.517,14.7,14.0,0.239,0.495,16.1,30.6,0.207
50,50,2023-01-26,,DAL,L,95,99,,35,86,0.407,13,32,0.406,22,54,0.407,0.483,12,16,0.750,13,37,50,24,4,6,9,21,33,77,0.429,13,34,0.382,20,43,0.465,0.513,20,28,0.714,7,36,43,20,3,3,9,10,124.6,94.4,102.7,0.138,0.415,0.642,57.9,80.9,2.9,14.1,0.617,15.3,33.3,0.128,0.438,11.9,20.0,0.135
51,51,2023-01-28,@,SAS,W,128,118,OT,50,103,0.485,8,24,0.333,42,79,0.532,0.524,20,26,0.769,17,35,52,31,7,6,9,19,48,109,0.440,10,29,0.345,38,80,0.475,0.486,12,17,0.706,17,36,53,32,6,4,13,20,107.6,112.1,88.3,0.186,0.372,0.511,53.8,68.6,4.5,14.0,0.483,8.8,26.5,0.140,0.513,9.2,15.9,0.260
52,52,2023-01-30,,TOR,W,114,106,,43,87,0.494,11,28,0.393,32,59,0.542,0.557,17,21,0.810,13,29,42,28,10,4,12,16,40,89,0.449,9,33,0.273,31,56,0.554,0.500,17,19,0.895,16,28,44,19,9,4,14,19,120.9,111.5,95.9,0.252,0.233,0.559,49.5,62.0,6.6,7.5,0.524,7.3,32.1,0.194,0.486,10.0,32.7,0.110
53,53,2023-02-01,,ATL,L,100,132,,35,86,0.407,4,28,0.143,31,58,0.534,0.430,26,31,0.839,12,32,44,22,8,4,16,13,52,91,0.571,19,33,0.576,33,58,0.569,0.676,9,11,0.818,6,39,45,32,6,5,12,24,123.6,114.9,92.2,0.241,0.322,0.592,48.8,65.1,10.8,7.1,0.557,11.1,31.7,0.195,0.500,12.6,35.6,0.191
54,54,2023-02-03,@,BOS,W,106,94,,41,95,0.432,12,32,0.375,29,63,0.460,0.495,12,14,0.857,10,43,53,28,6,6,9,22,29,75,0.387,10,38,0.263,19,37,0.514,0.453,26,31,0.839,3,40,43,18,5,3,15,21,98.8,130.5,101.2,0.360,0.326,0.502,49.4,62.9,7.9,6.9,0.430,13.8,23.5,0.302,0.676,11.1,15.8,0.099
